team,Rider,Date of birth,rank_start,point_start,rank_end,point_end,Comments,Country
BMC,QUINZIATO Manuel,30/10/1979,218.0,293.0,557.0,126.0,,ITA
BMC,ROCHE Nicolas,03/07/1984,90.0,561.0,73.0,648.0,,IRL
BMC,ROSSKOPF Joey,05/09/1989,184.0,337.0,380.0,189.0,,USA
BMC,SANCHEZ GONZALEZ Samuel,05/02/1978,101.0,529.0,795.0,77.0,,ESP
BMC,SCHÄR Michael,29/09/1986,293.0,237.0,608.0,114.0,,SUI
BMC,SCOTSON Miles,18/01/1994,1076.0,42.0,364.0,195.0,,AUS
BMC,SENNI Manuel,11/03/1992,766.0,76.0,164.0,356.0,,ITA
BMC,TEUNS Dylan,01/03/1992,476.0,150.0,38.0,1015.0,,BEL
BMC,VAN AVERMAET Greg,17/05/1985,4.0,2279.0,2.0,2381.0,,BEL
BMC,VAN GARDEREN Tejay,12/08/1988,86.0,574.0,70.0,659.0,,USA
BMC,VAN HOOYDONCK Nathan,12/10/1995,767.0,76.0,770.0,82.0,Contract from 31/05,BEL
BMC,VENTOSO ALBERDI Francisco Jose,06/05/1982,661.0,93.0,752.0,84.0,,ESP
BMC,VLIEGEN Loïc,20/12/1993,290.0,241.0,397.0,179.0,,BEL
BMC,WELTEN Bram,29/03/1997,2278.0,7.0,959.0,56.0,Trainee as from 28/07,NED
BMC,WYSS Danilo,26/08/1985,438.0,160.0,588.0,118.0,,SUI
BOH,ACKERMANN Pascal,17/01/1994,263.0,258.0,534.0,134.0,,GER
BOH,ARCHBOLD Shane,02/02/1989,1493.0,19.0,1243.0,34.0,,NZL
BOH,BARTA Jan,07/12/1984,323.0,218.0,340.0,210.0,,CZE
BOH,BASKA Erik,12/01/1994,572.0,116.0,846.0,70.0,,SVK
BOH,BENEDETTI Cesare,03/08/1987,481.0,147.0,830.0,72.0,,ITA
BOH,BENNETT Sam,16/10/1990,85.0,577.0,56.0,799.0,,IRL
BOH,BODNAR Maciej,07/03/1985,176.0,344.0,271.0,249.0,,POL
BOH,BUCHMANN Emanuel,18/11/1992,207.0,306.0,92.0,556.0,,GER
BOH,BURGHARDT Marcus,30/06/1983,629.0,102.0,274.0,248.0,,GER
BOH,HERKLOTZ Silvio,06/05/1994,896.0,60.0,478.0,150.0,,GER
BOH,KOLAR Michael,21/12/1992,725.0,82.0,1110.0,43.0,,SVK
BOH,KÖNIG Leopold,15/11/1987,255.0,264.0,1944.0,10.0,,CZE
BOH,KONRAD Patrick,13/10/1991,301.0,233.0,132.0,434.0,,AUT
BOH,MAJKA Rafal,12/09/1989,33.0,967.0,43.0,978.0,,POL
BOH,MCCARTHY Jay,08/09/1992,227.0,290.0,154.0,379.0,,AUS
BOH,MENDES Jose Joao Pimenta Costa,24/04/1985,324.0,217.0,857.0,67.0,,POR
BOH,MÜHLBERGER Gregor,04/04/1994,543.0,125.0,219.0,297.0,,AUT
BOH,PELUCCHI Matteo,21/01/1989,1036.0,45.0,367.0,194.0,,ITA
BOH,PFINGSTEN Christoph,20/11/1987,658.0,94.0,726.0,89.0,,GER
BOH,POLJANSKI Pawel,06/05/1990,787.0,74.0,383.0,187.0,,POL
BOH,PÖSTLBERGER Lukas,10/01/1992,1159.0,36.0,145.0,405.0,,AUT
BOH,SAGAN Juraj,23/12/1988,573.0,115.0,467.0,154.0,,SVK
BOH,SAGAN Peter,26/01/1990,1.0,3307.0,3.0,2296.0,,SVK
BOH,SARAMOTINS Aleksejs,08/04/1982,356.0,197.0,738.0,86.0,,LAT
BOH,SCHILLINGER Andreas,13/07/1983,817.0,69.0,1120.0,42.0,,GER
BOH,SCHWARZMANN Michael,07/01/1991,632.0,102.0,799.0,77.0,,GER
BOH,SELIG Rüdiger,19/02/1989,578.0,114.0,204.0,311.0,,GER
CDT,BETTIOL Alberto,29/10/1993,88.0,568.0,167.0,354.0,,ITA
CDT,BEVIN Patrick,15/02/1991,349.0,203.0,407.0,175.0,,NZL
CDT,BROWN Nathan,07/07/1991,812.0,70.0,731.0,88.0,,USA
CDT,CANTY Brendan,17/01/1992,456.0,157.0,665.0,102.0,,AUS
CDT,CARTHY Hugh,09/07/1994,167.0,354.0,544.0,129.0,,GBR
CDT,CLARKE Simon,18/07/1986,379.0,183.0,431.0,167.0,,AUS
CDT,CLARKE William,11/04/1985,574.0,115.0,858.0,67.0,,AUS
CDT,CRADDOCK Lawson,20/02/1992,202.0,317.0,1733.0,15.0,,USA
CDT,DOMBROWSKI Joseph Lloyd,12/05/1991,449.0,158.0,927.0,58.0,,USA
CDT,FORMOLO Davide,25/10/1992,123.0,439.0,327.0,217.0,,ITA
CDT,HOWES Alex,01/01/1988,434.0,163.0,161.0,360.0,,USA
CDT,KOREN Kristjan,25/11/1986,864.0,63.0,933.0,57.0,,SLO
CDT,LANGEVELD Sebastian,17/01/1985,412.0,171.0,263.0,260.0,,NED
CDT,MONK Cyrus,07/11/1996,2146.0,8.0,1277.0,32.0,Trainee as from 31/07,AUS
CDT,MULLEN Ryan,07/08/1994,429.0,165.0,279.0,245.0,,IRL
CDT,PHINNEY Taylor,27/06/1990,303.0,232.0,1206.0,36.0,,USA
CDT,ROLLAND Pierre,10/10/1986,236.0,281.0,182.0,333.0,,FRA
CDT,SCULLY Tom,14/01/1990,1072.0,42.0,713.0,92.0,,NZL
CDT,SKUJINS Toms,15/06/1991,500.0,139.0,379.0,190.0,,LAT
CDT,SLAGTER Tom-Jelte,01/07/1989,181.0,338.0,152.0,393.0,,NED
CDT,TALANSKY Andrew,23/11/1988,69.0,641.0,347.0,205.0,,USA
CDT,URAN URAN Rigoberto,26/01/1987,62.0,687.0,17.0,1381.0,,COL
CDT,VAN ASBROECK Tom,19/04/1990,289.0,241.0,412.0,174.0,,BEL
CDT,VAN BAARLE Dylan,21/05/1992,188.0,335.0,173.0,347.0,,NED
CDT,VANMARCKE Sep,28/07/1988,55.0,744.0,83.0,602.0,,BEL
CDT,VILLELLA Davide,27/06/1991,127.0,433.0,243.0,273.0,,ITA
CDT,WIPPERT Wouter,14/08/1990,241.0,280.0,218.0,297.0,,NED
CDT,WOODS Michael,12/10/1986,182.0,338.0,94.0,551.0,,CAN
FDJ,ARMIRAIL Bruno,11/04/1994,,,803.0,77.0,Trainee as from 28/07,FRA
FDJ,BONNET William,25/06/1982,450.0,157.0,2377.0,5.0,,FRA
FDJ,CIMOLAI Davide,13/08/1989,614.0,106.0,511.0,139.0,,ITA
FDJ,COURTEILLE Arnaud,13/03/1989,1171.0,35.0,986.0,53.0,,FRA
FDJ,DELAGE Mickaël,06/08/1985,652.0,96.0,898.0,60.0,,FRA
FDJ,DEMARE Arnaud,26/08/1991,31.0,980.0,13.0,1472.0,,FRA
FDJ,EIKING Odd Christian,28/12/1994,311.0,229.0,330.0,216.0,,NOR
FDJ,FOURNIER Marc,12/11/1994,405.0,174.0,2427.0,5.0,,FRA
FDJ,GAUDU David,10/10/1996,361.0,196.0,169.0,352.0,,FRA
FDJ,GUARNIERI Jacopo,14/08/1987,224.0,291.0,1950.0,10.0,,ITA
FDJ,HOELGAARD Daniel,01/07/1993,732.0,81.0,727.0,89.0,,NOR
FDJ,KONOVALOVAS Ignatas,08/12/1985,651.0,96.0,284.0,239.0,,LTU
FDJ,LADAGNOUS Matthieu,12/12/1984,262.0,258.0,703.0,93.0,,FRA
FDJ,LE BON Johan,03/10/1990,250.0,272.0,322.0,219.0,,FRA
FDJ,LE GAC Olivier,27/08/1993,1097.0,40.0,533.0,134.0,,FRA
FDJ,LUDVIGSSON Tobias,22/02/1991,575.0,115.0,671.0,100.0,,SWE
FDJ,MADOUAS Valentin,12/07/1996,1261.0,30.0,1268.0,33.0,Trainee as from 28/07,FRA
FDJ,MAISON Jérémy,21/07/1993,2481.0,5.0,921.0,59.0,,FRA
FDJ,MANZIN Lorrenzo,26/07/1994,493.0,142.0,445.0,162.0,,FRA
FDJ,MOLARD Rudy,17/09/1989,370.0,189.0,302.0,227.0,,FRA
FDJ,MORABITO Steve,30/01/1983,410.0,172.0,1172.0,38.0,,SUI
FDJ,PINEAU Cédric,08/05/1985,1459.0,20.0,1715.0,15.0,,FRA
FDJ,PINOT Thibaut,29/05/1990,26.0,1104.0,12.0,1474.0,,FRA
FDJ,REICHENBACH Sébastien,28/05/1989,89.0,566.0,294.0,234.0,,SUI
FDJ,REZA Kévin,18/05/1988,548.0,122.0,748.0,85.0,,FRA
FDJ,ROUX Anthony,18/04/1987,132.0,422.0,317.0,220.0,,FRA
FDJ,ROY Jérémy,22/06/1983,489.0,142.0,765.0,82.0,,FRA
FDJ,SARREAU Marc,10/06/1993,515.0,134.0,258.0,262.0,,FRA
FDJ,SEIGLE Romain,11/10/1994,,,1777.0,15.0,Trainee as from 28/07,FRA
FDJ,VAUGRENARD Benoît,05/01/1982,975.0,50.0,1016.0,50.0,,FRA
FDJ,VICHOT Arthur,26/11/1988,75.0,614.0,97.0,536.0,,FRA
FDJ,VINCENT Léo,06/11/1995,1134.0,38.0,1430.0,25.0,,FRA
LTS,ARMEE Sander,10/12/1985,280.0,245.0,122.0,462.0,,BEL
LTS,BAK Lars Ytting,16/01/1980,754.0,77.0,695.0,95.0,,DEN
LTS,BENOOT Tiesj,11/03/1994,84.0,588.0,54.0,813.0,,BEL
LTS,BOECKMANS Kris,13/02/1987,891.0,60.0,1569.0,19.0,,BEL
LTS,DE BIE Sean,03/10/1991,169.0,352.0,939.0,57.0,,BEL
LTS,DE BUYST Jasper,24/11/1993,983.0,50.0,66.0,710.0,,BEL
LTS,DE CLERCQ Bart,26/08/1986,294.0,237.0,659.0,103.0,,BEL
LTS,DE GENDT Thomas,06/11/1986,142.0,396.0,146.0,398.0,,BEL
LTS,DEBUSSCHERE Jens,28/08/1989,106.0,510.0,183.0,332.0,,BEL
LTS,FRISON Frederik,28/07/1992,1161.0,36.0,1250.0,34.0,,BEL
LTS,GALLOPIN Tony,24/05/1988,39.0,880.0,47.0,903.0,,FRA
LTS,GREIPEL André,16/07/1982,28.0,1071.0,25.0,1265.0,,GER
LTS,HANSEN Adam,11/05/1981,485.0,144.0,790.0,78.0,,AUS
LTS,HOFLAND Moreno,31/08/1991,242.0,278.0,195.0,323.0,,NED
LTS,LEYSEN Senne,18/03/1996,3041.0,1.0,1697.0,16.0,Trainee as from 28/07,BEL
LTS,MAES Nikolas,09/04/1986,561.0,118.0,559.0,126.0,,BEL
LTS,MARCZYNSKI Tomasz,06/03/1984,890.0,60.0,255.0,263.0,,POL
LTS,MERTZ Rémy,17/07/1995,1385.0,23.0,1152.0,40.0,,BEL
LTS,MONFORT Maxime,14/01/1983,205.0,310.0,376.0,190.0,,BEL
LTS,PLANCKAERT Emiel,22/10/1996,1724.0,15.0,1922.0,11.0,Trainee as from 28/07,BEL
LTS,ROELANDTS Jürgen,02/07/1985,96.0,550.0,300.0,228.0,,BEL
LTS,SHAW James,13/06/1996,1237.0,31.0,1323.0,30.0,,GBR
LTS,SIEBERG Marcel,30/04/1982,415.0,170.0,796.0,77.0,,GER
LTS,VALLS FERRI Rafael,25/06/1987,525.0,129.0,283.0,241.0,,ESP
LTS,VAN DER SANDE Tosh,28/11/1990,342.0,205.0,266.0,257.0,,BEL
LTS,VAN GOMPEL Mathias,24/09/1995,,,1751.0,15.0,Trainee as from 18/08,BEL
LTS,VANENDERT Jelle,19/02/1985,254.0,264.0,235.0,277.0,,BEL
LTS,VERVAEKE Louis,06/10/1993,597.0,109.0,584.0,119.0,,BEL
LTS,WALLAYS Jelle,11/05/1989,317.0,224.0,777.0,80.0,,BEL
LTS,WELLENS Tim,10/05/1991,56.0,739.0,29.0,1184.0,,BEL
LTS,WOUTERS Enzo,21/03/1996,1106.0,40.0,1693.0,16.0,,BEL
MOV,AMADOR BIKKAZAKOVA Andrey,29/08/1986,164.0,358.0,297.0,231.0,,CRC
MOV,ANACONA GOMEZ Winner Andrew,11/08/1988,341.0,205.0,662.0,102.0,,COL
MOV,ARCAS PEÑA Jorge,08/07/1992,1078.0,42.0,1119.0,43.0,,ESP
MOV,BARBERO CUESTA Carlos,29/04/1991,192.0,328.0,95.0,545.0,,ESP
MOV,BENNATI Daniele,24/09/1980,112.0,476.0,337.0,211.0,,ITA
MOV,BETANCUR GOMEZ Carlos Alberto,13/10/1989,599.0,108.0,449.0,159.0,,COL
MOV,BICO Nuno Miguel Alves Matos,03/07/1994,1473.0,20.0,943.0,57.0,,POR
MOV,CARAPAZ MONTENEGRO Richard Antonio,29/05/1993,2466.0,5.0,171.0,349.0,,ECU
MOV,CARRETERO MILLAN Hector,28/05/1995,,,875.0,65.0,,ESP
MOV,CASTROVIEJO NICOLAS Jonathan,27/04/1987,91.0,555.0,68.0,681.0,,ESP
MOV,DE LA PARTE GONZALEZ Victor,22/06/1986,299.0,234.0,433.0,165.0,,ESP
MOV,DOWSETT Alex,03/10/1988,423.0,166.0,336.0,212.0,,GBR
MOV,ERVITI OLLO Imanol,15/11/1983,246.0,275.0,394.0,179.0,,ESP
MOV,FERNANDEZ ANDUJAR Ruben,01/03/1991,141.0,398.0,604.0,115.0,,ESP
MOV,HERRADA LOPEZ Jesus,26/07/1990,107.0,487.0,78.0,628.0,,ESP
MOV,HERRADA LOPEZ Jose,01/10/1985,617.0,105.0,476.0,150.0,,ESP
MOV,IZAGIRRE INSAUSTI Gorka,07/10/1987,158.0,367.0,100.0,530.0,,ESP
MOV,MALORI Adriano,28/01/1988,2811.0,2.0,,,,ITA
MOV,MORENO FERNANDEZ Daniel,05/09/1981,98.0,543.0,209.0,308.0,,ESP
MOV,OLIVEIRA Nelson Filipe Santos Simoes,06/03/1989,161.0,366.0,293.0,234.0,,POR
MOV,PEDRERO LOPEZ Antonio,23/10/1991,920.0,57.0,880.0,63.0,,ESP
MOV,QUINTANA ROJAS Dayer Uberney,10/08/1992,388.0,181.0,638.0,107.0,,COL
MOV,QUINTANA ROJAS Nairo Alexander,04/02/1990,3.0,2392.0,9.0,1560.0,,COL
MOV,ROJAS GIL Jose Joaquin,08/06/1985,252.0,268.0,144.0,408.0,,ESP
MOV,SOLER GIMENEZ Marc,22/11/1993,461.0,155.0,118.0,472.0,,ESP
MOV,SUTHERLAND Rory,08/02/1982,929.0,55.0,509.0,140.0,,AUS
MOV,SÜTTERLIN Jasha,04/11/1992,366.0,191.0,256.0,263.0,,GER
MOV,VALVERDE BELMONTE Alejandro,25/04/1980,5.0,2130.0,6.0,1828.0,,ESP
ORS,ALBASINI Michael,20/12/1980,125.0,435.0,44.0,923.0,,SUI
ORS,BEWLEY Sam,22/07/1987,1091.0,40.0,1134.0,41.0,,NZL
ORS,CHAVES RUBIO Jhoan Esteban,17/01/1990,13.0,1314.0,105.0,505.0,,COL
ORS,CHEUNG King Lok,08/02/1991,724.0,82.0,1043.0,48.0,,HKG
ORS,CORT NIELSEN Magnus,16/01/1993,92.0,555.0,112.0,480.0,,DEN
ORS,DOCKER Mitchell,02/10/1986,800.0,71.0,442.0,162.0,,AUS
ORS,DURBRIDGE Luke,09/04/1991,234.0,282.0,110.0,484.0,,AUS
ORS,EDMONDSON Alexander,22/12/1993,841.0,66.0,438.0,164.0,,AUS
ORS,EWAN Caleb,11/07/1994,93.0,552.0,65.0,722.0,,AUS
ORS,GERRANS Simon,16/05/1980,87.0,571.0,148.0,395.0,,AUS
ORS,HAIG Jack,06/09/1993,371.0,188.0,150.0,395.0,,AUS
ORS,HAYMAN Mathew,20/04/1978,151.0,377.0,475.0,150.0,,AUS
ORS,HEPBURN Michael,17/08/1991,919.0,57.0,473.0,151.0,,AUS
ORS,HOWSON Damien,13/08/1992,411.0,172.0,196.0,322.0,,AUS
ORS,IMPEY Daryl,06/12/1984,265.0,256.0,282.0,242.0,,RSA
ORS,JUUL JENSEN Christopher,06/07/1989,214.0,298.0,277.0,246.0,,DEN
ORS,KEUKELEIRE Jens,23/11/1988,133.0,418.0,80.0,614.0,,BEL
ORS,KLUGE Roger,05/02/1986,464.0,154.0,675.0,99.0,,GER
ORS,KREUZIGER Roman,06/05/1986,83.0,590.0,253.0,265.0,,CZE
ORS,MEZGEC Luka,27/06/1988,396.0,175.0,159.0,370.0,,SLO
ORS,PLAZA MOLINA Ruben,29/02/1980,778.0,74.0,912.0,59.0,,ESP
ORS,POWER Robert,11/05/1995,761.0,77.0,624.0,111.0,,AUS
ORS,TUFT Svein,09/05/1977,550.0,121.0,913.0,59.0,,CAN
ORS,VERONA QUINTANILLA Carlos,04/11/1992,553.0,121.0,351.0,204.0,,ESP
ORS,YATES Adam,07/08/1992,61.0,689.0,53.0,847.0,,GBR
ORS,YATES Simon,07/08/1992,72.0,621.0,52.0,858.0,,GBR
QST,ALAPHILIPPE Julian,11/06/1992,24.0,1151.0,39.0,1011.0,,FRA
QST,BAUER Jack,07/04/1985,802.0,71.0,452.0,158.0,,NZL
QST,BOONEN Tom,15/10/1980,35.0,951.0,299.0,228.0,,BEL
QST,BRAMBILLA Gianluca,22/08/1987,32.0,976.0,363.0,195.0,,ITA
QST,CAPECCHI Eros,13/06/1986,762.0,76.0,1018.0,50.0,,ITA
QST,CAVAGNA Rémi,10/08/1995,642.0,100.0,230.0,281.0,,FRA
QST,DE LA CRUZ MELGAREJO David,06/05/1989,146.0,388.0,90.0,562.0,,ESP
QST,DE PLUS Laurens,04/09/1995,660.0,94.0,286.0,239.0,,BEL
QST,DECLERCQ Tim,21/03/1989,344.0,204.0,1208.0,36.0,,BEL
QST,DEVENYNS Dries,22/07/1983,63.0,680.0,267.0,255.0,,BEL
QST,GAVIRIA RENDON Fernando,19/08/1994,42.0,833.0,24.0,1268.0,,COL
QST,GILBERT Philippe,05/07/1982,49.0,777.0,14.0,1424.0,,BEL
QST,HODEG CHAGUI Alvaro Jose,16/09/1996,2705.0,4.0,1412.0,26.0,Trainee as from 7/08,COL
QST,JUNGELS Bob,22/09/1992,41.0,864.0,58.0,784.0,,LUX
QST,KASPERKIEWICZ Przemyslaw,01/03/1994,1541.0,18.0,1453.0,24.0,Trainee as from 18/08,POL
