Date,Race,Rank,Rider,CQ
31/08/2016,"Vuelta a España, Stage 11 : Colunga - Peña Cabarga",27.0,ELISSONDE Kenny,0
29/08/2016,"Vuelta a España, Stage 10 : Lugones - Lagos de Covadonga",35.0,ELISSONDE Kenny,0
28/08/2016,"Vuelta a España, Stage 9 : Cistierna - Oviedo/Alto del Naranco",30.0,ELISSONDE Kenny,0
27/08/2016,"Vuelta a España, Stage 8 : Villalpando - Alto de La Camperona",30.0,ELISSONDE Kenny,0
26/08/2016,"Vuelta a España, Stage 7 : Maceda - Puebla de Sanabria",64.0,ELISSONDE Kenny,0
25/08/2016,"Vuelta a España, Stage 6 : Monforte de Lemos - Luintra",5.0,ELISSONDE Kenny,10
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",54.0,ELISSONDE Kenny,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",47.0,ELISSONDE Kenny,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",28.0,ELISSONDE Kenny,0
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",114.0,ELISSONDE Kenny,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",12.0,ELISSONDE Kenny,0
6/08/2016,Vuelta a Burgos,32.0,ELISSONDE Kenny,5
3/08/2016,"Vuelta a Burgos, Stage 2 : Burgos - Burgos T.T.T.",10.0,ELISSONDE Kenny,0
30/07/2016,Clasica San Sebastian,48.0,ELISSONDE Kenny,5
18/07/2016,Tour de Pologne,58.0,ELISSONDE Kenny,5
18/07/2016,"Tour de Pologne, Stage 7 : Krakow - Krakow I.T.T.",60.0,ELISSONDE Kenny,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",64.0,ELISSONDE Kenny,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",50.0,ELISSONDE Kenny,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",48.0,ELISSONDE Kenny,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",109.0,ELISSONDE Kenny,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",119.0,ELISSONDE Kenny,0
26/06/2016,National Championships France (Vesoul) R.R.,13.0,ELISSONDE Kenny,15
19/06/2016,Tour de Suisse,25.0,ELISSONDE Kenny,11
19/06/2016,"Tour de Suisse, Stage 9 : La Punt - Davos",38.0,ELISSONDE Kenny,0
18/06/2016,"Tour de Suisse, Stage 8 : Davos - Davos I.T.T.",122.0,ELISSONDE Kenny,0
17/06/2016,"Tour de Suisse, Stage 7 : Arbon - Sölden/Rettenbachferner (AUT)",31.0,ELISSONDE Kenny,0
16/06/2016,"Tour de Suisse, Stage 6 : Weesen - Amden",50.0,ELISSONDE Kenny,0
15/06/2016,"Tour de Suisse, Stage 5 : Brig-Glis - Cari",33.0,ELISSONDE Kenny,0
14/06/2016,"Tour de Suisse, Stage 4 : Rheinfelden - Champagne",86.0,ELISSONDE Kenny,0
13/06/2016,"Tour de Suisse, Stage 3 : Grosswangen - Rheinfelden",37.0,ELISSONDE Kenny,0
12/06/2016,"Tour de Suisse, Stage 2 : Baar - Baar",53.0,ELISSONDE Kenny,0
11/06/2016,"Tour de Suisse, Stage 1 : Baar I.T.T.",119.0,ELISSONDE Kenny,0
29/05/2016,Boucles de l'Aulne - Châteaulin,59.0,ELISSONDE Kenny,0
28/05/2016,GP de Plumelec-Morbihan,33.0,ELISSONDE Kenny,0
1/05/2016,Tour de Romandie,80.0,ELISSONDE Kenny,5
1/05/2016,"Tour de Romandie, Stage 5 : Ollon - Genève",51.0,ELISSONDE Kenny,0
30/04/2016,"Tour de Romandie, Stage 4 : Conthey - Villars-sur-Ollon",86.0,ELISSONDE Kenny,0
29/04/2016,"Tour de Romandie, Stage 3 : Sion - Sion I.T.T.",66.0,ELISSONDE Kenny,0
28/04/2016,"Tour de Romandie, Stage 2 : Moudon - Morgins",79.0,ELISSONDE Kenny,0
27/04/2016,"Tour de Romandie, Stage 1 : Mathod - Moudon",123.0,ELISSONDE Kenny,0
26/04/2016,"Tour de Romandie, Prologue : La Chaux-de-Fonds I.T.T.",128.0,ELISSONDE Kenny,0
16/04/2016,Tour du Finistère,21.0,ELISSONDE Kenny,0
14/04/2016,GP de Denain - Porte du Hainaut,92.0,ELISSONDE Kenny,0
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",DNF,FISCHER Murilo Antonio,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",113.,FISCHER Murilo Antonio,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",183.,FISCHER Murilo Antonio,0
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",154.,FISCHER Murilo Antonio,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",-,FISCHER Murilo Antonio,0
6/08/2016,Olympic Games (Rio de Janeiro) - R.R.,OOT,FISCHER Murilo Antonio,0
30/07/2016,Clasica San Sebastian,DNF,FISCHER Murilo Antonio,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",DNF,FISCHER Murilo Antonio,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",149.,FISCHER Murilo Antonio,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",147.,FISCHER Murilo Antonio,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",178.,FISCHER Murilo Antonio,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",192.,FISCHER Murilo Antonio,0
29/05/2016,Giro d'Italia,152.,FISCHER Murilo Antonio,15
29/05/2016,"Giro d'Italia, Stage 21 : Cuneo - Torino",97.,FISCHER Murilo Antonio,0
28/05/2016,"Giro d'Italia, Stage 20 : Guillestre - Sant'Anna di Vinadio",86.,FISCHER Murilo Antonio,0
27/05/2016,"Giro d'Italia, Stage 19 : Pinerolo - Risoul (Fra)",119.,FISCHER Murilo Antonio,0
26/05/2016,"Giro d'Italia, Stage 18 : Muggio - Pinerolo",112.,FISCHER Murilo Antonio,0
25/05/2016,"Giro d'Italia, Stage 17 : Molveno - Cassano d'Adda",94.,FISCHER Murilo Antonio,0
24/05/2016,"Giro d'Italia, Stage 16 : Brixen - Andalo",151.,FISCHER Murilo Antonio,0
22/05/2016,"Giro d'Italia, Stage 15 : Castelrotto - Alpe di Siusi I.T.T.",160.,FISCHER Murilo Antonio,0
21/05/2016,"Giro d'Italia, Stage 14 : Alpago - Corvara in Alta Badia",108.,FISCHER Murilo Antonio,0
20/05/2016,"Giro d'Italia, Stage 13 : Palmanova - Cividale del Friuli",132.,FISCHER Murilo Antonio,0
19/05/2016,"Giro d'Italia, Stage 12 : Noale - Bibione",135.,FISCHER Murilo Antonio,0
18/05/2016,"Giro d'Italia, Stage 11 : Modena - Asolo",160.,FISCHER Murilo Antonio,0
17/05/2016,"Giro d'Italia, Stage 10 : Campi Bisenzio - Sestola",158.,FISCHER Murilo Antonio,0
15/05/2016,"Giro d'Italia, Stage 9 : Chianti - Chianti I.T.T.",105.,FISCHER Murilo Antonio,0
14/05/2016,"Giro d'Italia, Stage 8 : Foligno - Arezzo",138.,FISCHER Murilo Antonio,0
13/05/2016,"Giro d'Italia, Stage 7 : Sulmona - Foligno",97.,FISCHER Murilo Antonio,0
12/05/2016,"Giro d'Italia, Stage 6 : Ponte - Roccaraso/Aremogna",107.,FISCHER Murilo Antonio,0
11/05/2016,"Giro d'Italia, Stage 5 : Praia a Mare - Benevento",97.,FISCHER Murilo Antonio,0
10/05/2016,"Giro d'Italia, Stage 4 : Catanzaro - Praia a Mare",174.,FISCHER Murilo Antonio,0
8/05/2016,"Giro d'Italia, Stage 3 : Nijmegen (Ned) - Arnhem (Ned)",171.,FISCHER Murilo Antonio,0
7/05/2016,"Giro d'Italia, Stage 2 : Arnhem (Ned) - Nijmegen (Ned)",127.,FISCHER Murilo Antonio,0
6/05/2016,"Giro d'Italia, Stage 1 : Apeldoorn (Ned) I.T.T.",121.,FISCHER Murilo Antonio,0
17/04/2016,Amstel Gold Race,DNF,FISCHER Murilo Antonio,0
10/04/2016,Paris - Roubaix,DNF,FISCHER Murilo Antonio,0
6/04/2016,Scheldeprijs,110.,FISCHER Murilo Antonio,0
3/04/2016,Ronde van Vlaanderen,96.,FISCHER Murilo Antonio,5
31/03/2016,Driedaagse De Panne-Koksijde,87.,FISCHER Murilo Antonio,0
27/03/2016,Gent - Wevelgem,57.,FISCHER Murilo Antonio,5
25/03/2016,E3 Harelbeke,DNF,FISCHER Murilo Antonio,0
20/03/2016,GP Cholet - Pays De Loire,63.,FISCHER Murilo Antonio,0
16/03/2016,Nokere Koerse,122.,FISCHER Murilo Antonio,0
21/02/2016,Volta ao Algarve,137.,FISCHER Murilo Antonio,0
24/01/2016,Tour Down Under,117.,FISCHER Murilo Antonio,5
24/01/2016,"Tour Down Under, Stage 6 : Adelaide - Adelaide",100.,FISCHER Murilo Antonio,0
23/01/2016,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",123.,FISCHER Murilo Antonio,0
22/01/2016,"Tour Down Under, Stage 4 : Norwood - Victor Harbour",126.,FISCHER Murilo Antonio,0
21/01/2016,"Tour Down Under, Stage 3 : Glenelg - Campbelltown",77.,FISCHER Murilo Antonio,0
20/01/2016,"Tour Down Under, Stage 2 : Unley - Stirling",112.,FISCHER Murilo Antonio,0
19/01/2016,"Tour Down Under, Stage 1 : Prospect - Lyndoch",63.,FISCHER Murilo Antonio,0
25/09/2016,Duo Normand,3.,FOURNIER Marc,20
18/08/2016,"Tour du Limousin, Stage 3 : Le Lonzac - Liginiac",DNF,FOURNIER Marc,0
6/08/2016,"Vuelta a Burgos, Stage 5 : Caleruega - Lagunas de Neila",DNF,FOURNIER Marc,0
31/07/2016,Polynormande,69.,FOURNIER Marc,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",DNF,FOURNIER Marc,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",163.,FOURNIER Marc,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",188.,FOURNIER Marc,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",139.,FOURNIER Marc,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",159.,FOURNIER Marc,0
5/05/2016,"4 Jours de Dunkerque / Tour du Nord-Pas-de-Calais, Stage 2 : Aniche - Aniche",DNF,FOURNIER Marc,0
24/04/2016,La Roue Tourangelle,101.,FOURNIER Marc,0
14/04/2016,GP de Denain - Porte du Hainaut,105.,FOURNIER Marc,0
8/04/2016,Circuit de la Sarthe - Pays de la Loire,1.,FOURNIER Marc,110
7/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 3 : Angers - Pré-en-Pail",leader,FOURNIER Marc,6
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2b : Angers I.T.T.",leader,FOURNIER Marc,6
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2b : Angers I.T.T.",5.,FOURNIER Marc,0
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2a : Saint-Mars-la-Jaille - Angers",leader,FOURNIER Marc,6
5/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 1 : Château-du-Loir - Château-du-Loir",leader,FOURNIER Marc,6
5/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 1 : Château-du-Loir - Château-du-Loir",1.,FOURNIER Marc,20
1/04/2016,Route Adélie de Vitré,88.,FOURNIER Marc,0
29/03/2016,"Driedaagse De Panne-Koksijde, Stage 1 : De Panne - Zottegem",DNF,FOURNIER Marc,0
11/09/2016,Tour du Doubs,26.,GAUDU David,0
27/08/2016,Tour de l'Avenir,1.,GAUDU David,50
27/08/2016,"Tour de l'Avenir, Stage 8 : Saint-Michel-de-Maurienne - Saint-Sorlin-d'Arves",3.,GAUDU David,2
26/08/2016,"Tour de l'Avenir, Stage 7 : Val d'Isère - Valmeinier",leader,GAUDU David,3
26/08/2016,"Tour de l'Avenir, Stage 7 : Val d'Isère - Valmeinier",2.,GAUDU David,4
25/08/2016,"Tour de l'Avenir, Stage 6 : Saint-Gervais-Mont-Blanc - Tignes",1.,GAUDU David,8
24/08/2016,"Tour de l'Avenir, Stage 5 : Scionzier - Les-Carroz-d'Arâches",7.,GAUDU David,0
13/08/2016,Tour de l'Ain,5.,GAUDU David,50
13/08/2016,"Tour de l'Ain, Stage 4 : Lagnieu - Belley",8.,GAUDU David,0
12/08/2016,"Tour de l'Ain, Stage 3 : Nantua - Lélex-Monts-Jura",5.,GAUDU David,0
5/06/2016,Course de la Paix U23,1.,GAUDU David,50
5/06/2016,"Course de la Paix U23, Stage 3 : Jesenik - Jesenik",4.,GAUDU David,0
4/06/2016,"Course de la Paix U23, Stage 2 : Krnov - Dlouhe Strane",leader,GAUDU David,3
4/06/2016,"Course de la Paix U23, Stage 2 : Krnov - Dlouhe Strane",1.,GAUDU David,8
29/05/2016,Boucles de l'Aulne - Châteaulin,57.,GAUDU David,0
28/05/2016,GP de Plumelec-Morbihan,9.,GAUDU David,16
19/05/2016,"Ronde de l'Isard, Stage 1 : Lorp Sentaraille - Goulier Neige",2.,GAUDU David,2
24/04/2016,Paris - Mantes-en-Yvelines,11.,GAUDU David,0
23/10/2016,Chrono des Nations,12.,GENIEZ Alexandre,9
1/10/2016,Il Lombardia,DNF,GENIEZ Alexandre,0
18/09/2016,European Championships (Plumelec) R.R.,77.,GENIEZ Alexandre,0
11/09/2016,Vuelta a España,108.,GENIEZ Alexandre,15
11/09/2016,"Vuelta a España, Stage 21 : Las Rozas - Madrid",57.,GENIEZ Alexandre,0
10/09/2016,"Vuelta a España, Stage 20 : Benidorm - Alto Aitana",146.,GENIEZ Alexandre,0
9/09/2016,"Vuelta a España, Stage 19 : Xabia - Calp I.T.T.",117.,GENIEZ Alexandre,0
8/09/2016,"Vuelta a España, Stage 18 : Requena - Gandia",117.,GENIEZ Alexandre,0
7/09/2016,"Vuelta a España, Stage 17 : Castellon - Llucena/Alto Mas de la Costa",147.,GENIEZ Alexandre,0
5/09/2016,"Vuelta a España, Stage 16 : Alcañiz - Peñiscola",135.,GENIEZ Alexandre,0
4/09/2016,"Vuelta a España, Stage 15 : Sabiñanigo - Aramon Formigal",145.,GENIEZ Alexandre,0
3/09/2016,"Vuelta a España, Stage 14 : Urdax-Dantxarinea - Gourette/Col d'Aubisque",94.,GENIEZ Alexandre,0
2/09/2016,"Vuelta a España, Stage 13 : Bilbao - Urdax-Dantxarinea",168.,GENIEZ Alexandre,0
1/09/2016,"Vuelta a España, Stage 12 : Los Corrales de Buelna - Bilbao",112.,GENIEZ Alexandre,0
31/08/2016,"Vuelta a España, Stage 11 : Colunga - Peña Cabarga",83.,GENIEZ Alexandre,0
29/08/2016,"Vuelta a España, Stage 10 : Lugones - Lagos de Covadonga",107.,GENIEZ Alexandre,0
28/08/2016,"Vuelta a España, Stage 9 : Cistierna - Oviedo/Alto del Naranco",6.,GENIEZ Alexandre,7
27/08/2016,"Vuelta a España, Stage 8 : Villalpando - Alto de La Camperona",62.,GENIEZ Alexandre,0
26/08/2016,"Vuelta a España, Stage 7 : Maceda - Puebla de Sanabria",91.,GENIEZ Alexandre,0
25/08/2016,"Vuelta a España, Stage 6 : Monforte de Lemos - Luintra",115.,GENIEZ Alexandre,0
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",69.,GENIEZ Alexandre,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",119.,GENIEZ Alexandre,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",1.,GENIEZ Alexandre,70
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",188.,GENIEZ Alexandre,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",12.,GENIEZ Alexandre,0
13/08/2016,Tour de l'Ain,6.,GENIEZ Alexandre,45
13/08/2016,"Tour de l'Ain, Stage 4 : Lagnieu - Belley",1.,GENIEZ Alexandre,20
12/08/2016,"Tour de l'Ain, Stage 3 : Nantua - Lélex-Monts-Jura",6.,GENIEZ Alexandre,0
30/07/2016,Clasica San Sebastian,DNF,GENIEZ Alexandre,0
10/05/2016,"Giro d'Italia, Stage 4 : Catanzaro - Praia a Mare",DNF,GENIEZ Alexandre,0
8/05/2016,"Giro d'Italia, Stage 3 : Nijmegen (Ned) - Arnhem (Ned)",105.,GENIEZ Alexandre,0
7/05/2016,"Giro d'Italia, Stage 2 : Arnhem (Ned) - Nijmegen (Ned)",51.,GENIEZ Alexandre,0
6/05/2016,"Giro d'Italia, Stage 1 : Apeldoorn (Ned) I.T.T.",20.,GENIEZ Alexandre,0
1/05/2016,Tour de Romandie,40.,GENIEZ Alexandre,5
1/05/2016,"Tour de Romandie, Stage 5 : Ollon - Genève",95.,GENIEZ Alexandre,0
30/04/2016,"Tour de Romandie, Stage 4 : Conthey - Villars-sur-Ollon",45.,GENIEZ Alexandre,0
29/04/2016,"Tour de Romandie, Stage 3 : Sion - Sion I.T.T.",12.,GENIEZ Alexandre,0
28/04/2016,"Tour de Romandie, Stage 2 : Moudon - Morgins",57.,GENIEZ Alexandre,0
27/04/2016,"Tour de Romandie, Stage 1 : Mathod - Moudon",107.,GENIEZ Alexandre,0
26/04/2016,"Tour de Romandie, Prologue : La Chaux-de-Fonds I.T.T.",19.,GENIEZ Alexandre,0
17/04/2016,Tro-Bro Léon,32.,GENIEZ Alexandre,0
16/04/2016,Tour du Finistère,3.,GENIEZ Alexandre,40
14/04/2016,GP de Denain - Porte du Hainaut,104.,GENIEZ Alexandre,0
27/03/2016,Critérium International,9.,GENIEZ Alexandre,50
27/03/2016,"Critérium International, Stage 3 : Porto-Vecchio - Col de l'Ospedale",10.,GENIEZ Alexandre,0
26/03/2016,"Critérium International, Stage 2 : Porto-Vecchio I.T.T.",3.,GENIEZ Alexandre,10
15/03/2016,Tirreno - Adriatico,51.,GENIEZ Alexandre,5
15/03/2016,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",6.,GENIEZ Alexandre,3
14/03/2016,"Tirreno - Adriatico, Stage 6 : Castelraimondo - Cepagatti",76.,GENIEZ Alexandre,0
12/03/2016,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Foligno",59.,GENIEZ Alexandre,0
11/03/2016,"Tirreno - Adriatico, Stage 3 : Castelnuovo Val di Cecina - Montalto di Castro",157.,GENIEZ Alexandre,0
10/03/2016,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",81.,GENIEZ Alexandre,0
9/03/2016,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",3.,GENIEZ Alexandre,4
28/02/2016,Drôme Classic,39.,GENIEZ Alexandre,0
27/02/2016,Classic Sud Ardèche - Souvenir Francis Delpech,31.,GENIEZ Alexandre,0
21/02/2016,Tour du Haut-Var,48.,GENIEZ Alexandre,0
14/02/2016,La Méditerranéenne,7.,GENIEZ Alexandre,40
14/02/2016,"La Méditerranéenne, Stage 4 : Bordighera (Ita) - Bordighera (Ita)",3.,GENIEZ Alexandre,5
13/02/2016,"La Méditerranéenne, Stage 3 : Cadolive - Pégomas",14.,GENIEZ Alexandre,0
11/02/2016,"La Méditerranéenne, Stage 1 : Banyoles (Esp) T.T.T.",1.,GENIEZ Alexandre,5
16/10/2016,World Championships (Doha) R.R.,DNF,HOELGAARD Daniel,0
9/10/2016,Paris - Tours,144.,HOELGAARD Daniel,0
6/10/2016,Paris - Bourges,81.,HOELGAARD Daniel,0
4/10/2016,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,41.,HOELGAARD Daniel,0
25/09/2016,"Eneco Tour, Stage 7 : Bornem - Geraardsbergen",DNF,HOELGAARD Daniel,0
24/09/2016,"Eneco Tour, Stage 6 : Riemst - Lanaken",113.,HOELGAARD Daniel,0
23/09/2016,"Eneco Tour, Stage 5 : Sittard - Sittard T.T.T.",-,HOELGAARD Daniel,0
22/09/2016,"Eneco Tour, Stage 4 : Aalter - Sint-Pieters-Leeuw",157.,HOELGAARD Daniel,0
21/09/2016,"Eneco Tour, Stage 3 : Blankenberge - Ardooie",140.,HOELGAARD Daniel,0
20/09/2016,"Eneco Tour, Stage 2 : Breda I.T.T.",135.,HOELGAARD Daniel,0
19/09/2016,"Eneco Tour, Stage 1 : Bolsward - Bolsward",146.,HOELGAARD Daniel,0
4/09/2016,GP de Fourmies,71.,HOELGAARD Daniel,0
3/09/2016,Brussels Cycling Classic,115.,HOELGAARD Daniel,0
28/08/2016,Bretagne Classic - Ouest-France,7.,HOELGAARD Daniel,66
26/08/2016,Tour du Poitou Charentes,36.,HOELGAARD Daniel,0
21/08/2016,EuroEyes Cyclassics Hamburg,81.,HOELGAARD Daniel,5
14/08/2016,Arctic Race of Norway,112.,HOELGAARD Daniel,0
27/07/2016,Tour de Wallonie,93.,HOELGAARD Daniel,0
26/06/2016,National Championships Norway (Bodø) R.R.,16.,HOELGAARD Daniel,5
17/06/2016,"Route du Sud, Stage 2 : Saint-Pierre-de-Trivisy - Albi",DNF,HOELGAARD Daniel,0
5/06/2016,Boucles de la Mayenne,89.,HOELGAARD Daniel,0
22/05/2016,"Tour of Norway, Stage 5 : Drøbak - Sarpsborg",DNF,HOELGAARD Daniel,0
18/05/2016,"Tour of Norway, Stage 1 : Drammen - Langesund",10.,HOELGAARD Daniel,0
8/05/2016,4 Jours de Dunkerque / Tour du Nord-Pas-de-Calais,62.,HOELGAARD Daniel,0
4/05/2016,"4 Jours de Dunkerque / Tour du Nord-Pas-de-Calais, Stage 1 : Dunkerque - Gravelines",7.,HOELGAARD Daniel,0
10/04/2016,Paris - Roubaix,DNF,HOELGAARD Daniel,0
6/04/2016,Scheldeprijs,132.,HOELGAARD Daniel,0
31/03/2016,Driedaagse De Panne-Koksijde,97.,HOELGAARD Daniel,0
13/03/2016,Paris - Nice,95.,HOELGAARD Daniel,5
13/03/2016,"Paris - Nice, Stage 7 : Nice - Nice",105.,HOELGAARD Daniel,0
12/03/2016,"Paris - Nice, Stage 6 : Nice - La Madone d'Utelle",56.,HOELGAARD Daniel,0
11/03/2016,"Paris - Nice, Stage 5 : Saint-Paul-Trois-Châteaux - Salon-de-Provence",131.,HOELGAARD Daniel,0
10/03/2016,"Paris - Nice, Stage 4 : Juliénas - Romans-sur-Isère",36.,HOELGAARD Daniel,0
8/03/2016,"Paris - Nice, Stage 2 : Contres - Commentry",137.,HOELGAARD Daniel,0
7/03/2016,"Paris - Nice, Stage 1 : Condé-sur-Vesgre - Vendôme",164.,HOELGAARD Daniel,0
6/03/2016,"Paris - Nice, Prologue : Conflans-Sainte-Honorine I.T.T.",94.,HOELGAARD Daniel,0
14/02/2016,La Méditerranéenne,45.,HOELGAARD Daniel,0
7/02/2016,Etoile de Bessèges,103.,HOELGAARD Daniel,0
9/10/2016,Paris - Tours,82.,KONOVALOVAS Ignatas,0
4/10/2016,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,89.,KONOVALOVAS Ignatas,0
25/09/2016,"Eneco Tour, Stage 7 : Bornem - Geraardsbergen",DNF,KONOVALOVAS Ignatas,0
24/09/2016,"Eneco Tour, Stage 6 : Riemst - Lanaken",83.,KONOVALOVAS Ignatas,0
23/09/2016,"Eneco Tour, Stage 5 : Sittard - Sittard T.T.T.",10.,KONOVALOVAS Ignatas,0
22/09/2016,"Eneco Tour, Stage 4 : Aalter - Sint-Pieters-Leeuw",58.,KONOVALOVAS Ignatas,0
21/09/2016,"Eneco Tour, Stage 3 : Blankenberge - Ardooie",69.,KONOVALOVAS Ignatas,0
20/09/2016,"Eneco Tour, Stage 2 : Breda I.T.T.",49.,KONOVALOVAS Ignatas,0
19/09/2016,"Eneco Tour, Stage 1 : Bolsward - Bolsward",124.,KONOVALOVAS Ignatas,0
11/09/2016,GP de Montréal,47.,KONOVALOVAS Ignatas,5
9/09/2016,GP de Québec,78.,KONOVALOVAS Ignatas,5
4/09/2016,GP de Fourmies,97.,KONOVALOVAS Ignatas,0
3/09/2016,Brussels Cycling Classic,76.,KONOVALOVAS Ignatas,0
28/08/2016,Bretagne Classic - Ouest-France,42.,KONOVALOVAS Ignatas,5
26/08/2016,Tour du Poitou Charentes,15.,KONOVALOVAS Ignatas,10
21/08/2016,EuroEyes Cyclassics Hamburg,95.,KONOVALOVAS Ignatas,5
6/08/2016,Olympic Games (Rio de Janeiro) - R.R.,OOT,KONOVALOVAS Ignatas,0
25/07/2016,"Tour de Wallonie, Stage 3 : Braine-L'Alleud - Vielsalm",DNS,KONOVALOVAS Ignatas,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",DNF,KONOVALOVAS Ignatas,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",92.,KONOVALOVAS Ignatas,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",70.,KONOVALOVAS Ignatas,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",77.,KONOVALOVAS Ignatas,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",127.,KONOVALOVAS Ignatas,0
26/06/2016,National Championships Lithuania (Ignalinoje) R.R.,5.,KONOVALOVAS Ignatas,10
24/06/2016,National Championships Lithuania (Ignalinoje) I.T.T.,1.,KONOVALOVAS Ignatas,15
29/05/2016,Giro d'Italia,134.,KONOVALOVAS Ignatas,15
29/05/2016,"Giro d'Italia, Stage 21 : Cuneo - Torino",108.,KONOVALOVAS Ignatas,0
28/05/2016,"Giro d'Italia, Stage 20 : Guillestre - Sant'Anna di Vinadio",131.,KONOVALOVAS Ignatas,0
27/05/2016,"Giro d'Italia, Stage 19 : Pinerolo - Risoul (Fra)",129.,KONOVALOVAS Ignatas,0
26/05/2016,"Giro d'Italia, Stage 18 : Muggio - Pinerolo",148.,KONOVALOVAS Ignatas,0
25/05/2016,"Giro d'Italia, Stage 17 : Molveno - Cassano d'Adda",108.,KONOVALOVAS Ignatas,0
24/05/2016,"Giro d'Italia, Stage 16 : Brixen - Andalo",90.,KONOVALOVAS Ignatas,0
22/05/2016,"Giro d'Italia, Stage 15 : Castelrotto - Alpe di Siusi I.T.T.",97.,KONOVALOVAS Ignatas,0
21/05/2016,"Giro d'Italia, Stage 14 : Alpago - Corvara in Alta Badia",107.,KONOVALOVAS Ignatas,0
20/05/2016,"Giro d'Italia, Stage 13 : Palmanova - Cividale del Friuli",140.,KONOVALOVAS Ignatas,0
19/05/2016,"Giro d'Italia, Stage 12 : Noale - Bibione",86.,KONOVALOVAS Ignatas,0
18/05/2016,"Giro d'Italia, Stage 11 : Modena - Asolo",179.,KONOVALOVAS Ignatas,0
17/05/2016,"Giro d'Italia, Stage 10 : Campi Bisenzio - Sestola",179.,KONOVALOVAS Ignatas,0
15/05/2016,"Giro d'Italia, Stage 9 : Chianti - Chianti I.T.T.",139.,KONOVALOVAS Ignatas,0
14/05/2016,"Giro d'Italia, Stage 8 : Foligno - Arezzo",171.,KONOVALOVAS Ignatas,0
13/05/2016,"Giro d'Italia, Stage 7 : Sulmona - Foligno",87.,KONOVALOVAS Ignatas,0
12/05/2016,"Giro d'Italia, Stage 6 : Ponte - Roccaraso/Aremogna",154.,KONOVALOVAS Ignatas,0
11/05/2016,"Giro d'Italia, Stage 5 : Praia a Mare - Benevento",89.,KONOVALOVAS Ignatas,0
