Date,Race,Rank,Rider,CQ
7/02/2016,Herald Sun Tour,24.,HENAO GOMEZ Sebastian,4
31/01/2016,Cadel Evans Great Ocean Road Race,40.,HENAO GOMEZ Sebastian,0
6/08/2016,Olympic Games (Rio de Janeiro) - R.R.,DNF,HENAO MONTOYA Sergio Luis,0
24/07/2016,Tour de France,12.,HENAO MONTOYA Sergio Luis,130
24/07/2016,"Tour de France, Stage 21 : Chantilly - Paris",134.,HENAO MONTOYA Sergio Luis,0
23/07/2016,"Tour de France, Stage 20 : Megève - Morzine",19.,HENAO MONTOYA Sergio Luis,0
22/07/2016,"Tour de France, Stage 19 : Albertville - Saint-Gervais-Mont-Blanc",16.,HENAO MONTOYA Sergio Luis,0
21/07/2016,"Tour de France, Stage 18 : Sallanches - Megève I.T.T.",47.,HENAO MONTOYA Sergio Luis,0
20/07/2016,"Tour de France, Stage 17 : Bern (Sui) - Finhaut-Emosson (Sui)",26.,HENAO MONTOYA Sergio Luis,0
18/07/2016,"Tour de France, Stage 16 : Moirans-en-Montagne - Bern (Sui)",27.,HENAO MONTOYA Sergio Luis,0
17/07/2016,"Tour de France, Stage 15 : Bourg-en-Bresse - Culoz",34.,HENAO MONTOYA Sergio Luis,0
16/07/2016,"Tour de France, Stage 14 : Montélimar - Villars-les-Dombes",77.,HENAO MONTOYA Sergio Luis,0
15/07/2016,"Tour de France, Stage 13 : Bourg-Saint-Andéol - La Caverne du Pont-d'Arc I.T.T.",44.,HENAO MONTOYA Sergio Luis,0
14/07/2016,"Tour de France, Stage 12 : Montpellier - Mont Ventoux/Chalet Reynard",24.,HENAO MONTOYA Sergio Luis,0
13/07/2016,"Tour de France, Stage 11 : Carcassonne - Montpellier",30.,HENAO MONTOYA Sergio Luis,0
12/07/2016,"Tour de France, Stage 10 : Escaldes-Engordany (And) - Revel",46.,HENAO MONTOYA Sergio Luis,0
10/07/2016,"Tour de France, Stage 9 : Vielha (Esp) - Andorra/Arcalis (And)",16.,HENAO MONTOYA Sergio Luis,0
9/07/2016,"Tour de France, Stage 8 : Pau - Bagnères-de-Luchon",14.,HENAO MONTOYA Sergio Luis,0
8/07/2016,"Tour de France, Stage 7 : L'Isle-Jourdain - Lac de Payolle",32.,HENAO MONTOYA Sergio Luis,0
7/07/2016,"Tour de France, Stage 6 : Arpajon-sur-Cère - Montauban",29.,HENAO MONTOYA Sergio Luis,0
6/07/2016,"Tour de France, Stage 5 : Limoges - Le Lioran",19.,HENAO MONTOYA Sergio Luis,0
5/07/2016,"Tour de France, Stage 4 : Saumur - Limoges",70.,HENAO MONTOYA Sergio Luis,0
4/07/2016,"Tour de France, Stage 3 : Granville - Angers",51.,HENAO MONTOYA Sergio Luis,0
3/07/2016,"Tour de France, Stage 2 : Saint-Lô - Cherbourg-en-Cotentin",26.,HENAO MONTOYA Sergio Luis,0
2/07/2016,"Tour de France, Stage 1 : Mont-Saint-Michel - Sainte-Marie-du-Mont",77.,HENAO MONTOYA Sergio Luis,0
12/06/2016,Critérium du Dauphiné,13.,HENAO MONTOYA Sergio Luis,48
12/06/2016,"Critérium du Dauphiné, Stage 7 : Le Pont-de-Claix - Superdévoluy",12.,HENAO MONTOYA Sergio Luis,0
11/06/2016,"Critérium du Dauphiné, Stage 6 : La Rochette - Méribel-les-Allues",15.,HENAO MONTOYA Sergio Luis,0
10/06/2016,"Critérium du Dauphiné, Stage 5 : La Ravoire - Vaujany",19.,HENAO MONTOYA Sergio Luis,0
9/06/2016,"Critérium du Dauphiné, Stage 4 : Tain-l'Hermitage - Belley",26.,HENAO MONTOYA Sergio Luis,0
8/06/2016,"Critérium du Dauphiné, Stage 3 : Boën-sur-Lignon - Tournon-sur-Rhône",56.,HENAO MONTOYA Sergio Luis,0
7/06/2016,"Critérium du Dauphiné, Stage 2 : Crêches-sur-Saône - Jeansagnière/Chalmazel",18.,HENAO MONTOYA Sergio Luis,0
6/06/2016,"Critérium du Dauphiné, Stage 1 : Cluses - Saint-Vulbas",50.,HENAO MONTOYA Sergio Luis,0
5/06/2016,"Critérium du Dauphiné, Prologue : Les Gets - Le Mont Chéry I.T.T.",40.,HENAO MONTOYA Sergio Luis,0
17/04/2016,Amstel Gold Race,28.,HENAO MONTOYA Sergio Luis,8
9/04/2016,Vuelta al Pais Vasco,2.,HENAO MONTOYA Sergio Luis,195
9/04/2016,"Vuelta al Pais Vasco, Stage 6 : Eibar - Eibar I.T.T.",3.,HENAO MONTOYA Sergio Luis,18
8/04/2016,"Vuelta al Pais Vasco, Stage 5 : Orio - Eibar (Arrate)",leader,HENAO MONTOYA Sergio Luis,11
8/04/2016,"Vuelta al Pais Vasco, Stage 5 : Orio - Eibar (Arrate)",2.,HENAO MONTOYA Sergio Luis,28
7/04/2016,"Vuelta al Pais Vasco, Stage 4 : Lesaka - Orio",5.,HENAO MONTOYA Sergio Luis,5
6/04/2016,"Vuelta al Pais Vasco, Stage 3 : Vitoria-Gasteiz - Lesaka",10.,HENAO MONTOYA Sergio Luis,0
5/04/2016,"Vuelta al Pais Vasco, Stage 2 : Markina-Xemein - Baranbio (Garrastatxu)",3.,HENAO MONTOYA Sergio Luis,18
4/04/2016,"Vuelta al Pais Vasco, Stage 1 : Etxebarria - Markina-Xemein",30.,HENAO MONTOYA Sergio Luis,0
2/04/2016,GP Miguel Indurain,2.,HENAO MONTOYA Sergio Luis,48
13/03/2016,Paris - Nice,6.,HENAO MONTOYA Sergio Luis,110
13/03/2016,"Paris - Nice, Stage 7 : Nice - Nice",12.,HENAO MONTOYA Sergio Luis,0
12/03/2016,"Paris - Nice, Stage 6 : Nice - La Madone d'Utelle",5.,HENAO MONTOYA Sergio Luis,5
11/03/2016,"Paris - Nice, Stage 5 : Saint-Paul-Trois-Châteaux - Salon-de-Provence",37.,HENAO MONTOYA Sergio Luis,0
10/03/2016,"Paris - Nice, Stage 4 : Juliénas - Romans-sur-Isère",27.,HENAO MONTOYA Sergio Luis,0
8/03/2016,"Paris - Nice, Stage 2 : Contres - Commentry",32.,HENAO MONTOYA Sergio Luis,0
7/03/2016,"Paris - Nice, Stage 1 : Condé-sur-Vesgre - Vendôme",28.,HENAO MONTOYA Sergio Luis,0
6/03/2016,"Paris - Nice, Prologue : Conflans-Sainte-Honorine I.T.T.",57.,HENAO MONTOYA Sergio Luis,0
21/02/2016,National Championships Colombia (Sogamoso - Tunja) R.R.,2.,HENAO MONTOYA Sergio Luis,60
24/01/2016,Tour Down Under,3.,HENAO MONTOYA Sergio Luis,140
24/01/2016,"Tour Down Under, Stage 6 : Adelaide - Adelaide",24.,HENAO MONTOYA Sergio Luis,0
23/01/2016,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",2.,HENAO MONTOYA Sergio Luis,22
22/01/2016,"Tour Down Under, Stage 4 : Norwood - Victor Harbour",36.,HENAO MONTOYA Sergio Luis,0
21/01/2016,"Tour Down Under, Stage 3 : Glenelg - Campbelltown",7.,HENAO MONTOYA Sergio Luis,2
20/01/2016,"Tour Down Under, Stage 2 : Unley - Stirling",8.,HENAO MONTOYA Sergio Luis,1
19/01/2016,"Tour Down Under, Stage 1 : Prospect - Lyndoch",55.,HENAO MONTOYA Sergio Luis,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",DNF,INTXAUSTI ELORRIAGA Beñat,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",198.,INTXAUSTI ELORRIAGA Beñat,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",198.,INTXAUSTI ELORRIAGA Beñat,0
19/06/2016,Tour de Slovénie,123.,INTXAUSTI ELORRIAGA Beñat,0
7/02/2016,Volta a la Comunitat Valenciana,3.,INTXAUSTI ELORRIAGA Beñat,66
6/02/2016,"Volta a la Comunitat Valenciana, Stage 4 : Orihuela - Xorret de Cati",2.,INTXAUSTI ELORRIAGA Beñat,10
4/02/2016,"Volta a la Comunitat Valenciana, Stage 2 : Castellon - Fredes",4.,INTXAUSTI ELORRIAGA Beñat,3
3/02/2016,"Volta a la Comunitat Valenciana, Stage 1 : Benicassim - Oropesa del Mar I.T.T.",13.,INTXAUSTI ELORRIAGA Beñat,0
30/01/2016,Trofeo Serra de Tramuntana,25.,INTXAUSTI ELORRIAGA Beñat,0
29/01/2016,Trofeo Pollença - Port de Andratx,76.,INTXAUSTI ELORRIAGA Beñat,0
1/10/2016,Il Lombardia,26.,KENNAUGH Peter,12
28/09/2016,Milano - Torino,37.,KENNAUGH Peter,0
11/09/2016,Vuelta a España,42.,KENNAUGH Peter,24
11/09/2016,"Vuelta a España, Stage 21 : Las Rozas - Madrid",143.,KENNAUGH Peter,0
10/09/2016,"Vuelta a España, Stage 20 : Benidorm - Alto Aitana",46.,KENNAUGH Peter,0
9/09/2016,"Vuelta a España, Stage 19 : Xabia - Calp I.T.T.",89.,KENNAUGH Peter,0
8/09/2016,"Vuelta a España, Stage 18 : Requena - Gandia",150.,KENNAUGH Peter,0
7/09/2016,"Vuelta a España, Stage 17 : Castellon - Llucena/Alto Mas de la Costa",122.,KENNAUGH Peter,0
5/09/2016,"Vuelta a España, Stage 16 : Alcañiz - Peñiscola",163.,KENNAUGH Peter,0
4/09/2016,"Vuelta a España, Stage 15 : Sabiñanigo - Aramon Formigal",164.,KENNAUGH Peter,0
3/09/2016,"Vuelta a España, Stage 14 : Urdax-Dantxarinea - Gourette/Col d'Aubisque",25.,KENNAUGH Peter,0
2/09/2016,"Vuelta a España, Stage 13 : Bilbao - Urdax-Dantxarinea",21.,KENNAUGH Peter,0
1/09/2016,"Vuelta a España, Stage 12 : Los Corrales de Buelna - Bilbao",41.,KENNAUGH Peter,0
31/08/2016,"Vuelta a España, Stage 11 : Colunga - Peña Cabarga",17.,KENNAUGH Peter,0
29/08/2016,"Vuelta a España, Stage 10 : Lugones - Lagos de Covadonga",26.,KENNAUGH Peter,0
28/08/2016,"Vuelta a España, Stage 9 : Cistierna - Oviedo/Alto del Naranco",36.,KENNAUGH Peter,0
27/08/2016,"Vuelta a España, Stage 8 : Villalpando - Alto de La Camperona",40.,KENNAUGH Peter,0
26/08/2016,"Vuelta a España, Stage 7 : Maceda - Puebla de Sanabria",63.,KENNAUGH Peter,0
25/08/2016,"Vuelta a España, Stage 6 : Monforte de Lemos - Luintra",18.,KENNAUGH Peter,0
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",35.,KENNAUGH Peter,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",34.,KENNAUGH Peter,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",15.,KENNAUGH Peter,0
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",33.,KENNAUGH Peter,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",leader,KENNAUGH Peter,18
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",1.,KENNAUGH Peter,17
6/08/2016,Vuelta a Burgos,5.,KENNAUGH Peter,74
6/08/2016,"Vuelta a Burgos, Stage 5 : Caleruega - Lagunas de Neila",6.,KENNAUGH Peter,0
3/08/2016,"Vuelta a Burgos, Stage 2 : Burgos - Burgos T.T.T.",4.,KENNAUGH Peter,1
30/07/2016,Clasica San Sebastian,45.,KENNAUGH Peter,5
18/07/2016,Tour de Pologne,51.,KENNAUGH Peter,5
18/07/2016,"Tour de Pologne, Stage 7 : Krakow - Krakow I.T.T.",31.,KENNAUGH Peter,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",95.,KENNAUGH Peter,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",90.,KENNAUGH Peter,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",95.,KENNAUGH Peter,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",120.,KENNAUGH Peter,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",91.,KENNAUGH Peter,0
17/05/2016,"Tour of California, Stage 3 : Thousand Oaks - Santa Barbara (Gibraltar Road)",DNF,KENNAUGH Peter,0
1/05/2016,Tour de Yorkshire,37.,KENNAUGH Peter,0
19/03/2016,Milano - Sanremo,49.,KENNAUGH Peter,5
15/03/2016,Tirreno - Adriatico,15.,KENNAUGH Peter,38
15/03/2016,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",53.,KENNAUGH Peter,0
14/03/2016,"Tirreno - Adriatico, Stage 6 : Castelraimondo - Cepagatti",20.,KENNAUGH Peter,0
12/03/2016,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Foligno",36.,KENNAUGH Peter,0
11/03/2016,"Tirreno - Adriatico, Stage 3 : Castelnuovo Val di Cecina - Montalto di Castro",57.,KENNAUGH Peter,0
10/03/2016,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",37.,KENNAUGH Peter,0
9/03/2016,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",8.,KENNAUGH Peter,0
7/02/2016,Herald Sun Tour,2.,KENNAUGH Peter,80
7/02/2016,"Herald Sun Tour, Stage 4 : Arthurs Seat - Arthurs Seat",7.,KENNAUGH Peter,0
6/02/2016,"Herald Sun Tour, Stage 3 : Traralgon - Inverloch",leader,KENNAUGH Peter,6
5/02/2016,"Herald Sun Tour, Stage 2 : Yarra Glen - Moe",leader,KENNAUGH Peter,6
5/02/2016,"Herald Sun Tour, Stage 2 : Yarra Glen - Moe",3.,KENNAUGH Peter,5
4/02/2016,"Herald Sun Tour, Stage 1 : Healesville - Healesville",leader,KENNAUGH Peter,6
4/02/2016,"Herald Sun Tour, Stage 1 : Healesville - Healesville",1.,KENNAUGH Peter,20
3/02/2016,"Herald Sun Tour, Prologue : Melbourne I.T.T.",8.,KENNAUGH Peter,0
31/01/2016,Cadel Evans Great Ocean Road Race,1.,KENNAUGH Peter,140
24/01/2016,Tour Down Under,51.,KENNAUGH Peter,5
24/01/2016,"Tour Down Under, Stage 6 : Adelaide - Adelaide",130.,KENNAUGH Peter,0
23/01/2016,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",72.,KENNAUGH Peter,0
22/01/2016,"Tour Down Under, Stage 4 : Norwood - Victor Harbour",64.,KENNAUGH Peter,0
21/01/2016,"Tour Down Under, Stage 3 : Glenelg - Campbelltown",40.,KENNAUGH Peter,0
20/01/2016,"Tour Down Under, Stage 2 : Unley - Stirling",35.,KENNAUGH Peter,0
19/01/2016,"Tour Down Under, Stage 1 : Prospect - Lyndoch",67.,KENNAUGH Peter,0
23/10/2016,Chrono des Nations,1.,KIRYIENKA Vasil,80
12/10/2016,World Championships (Doha) I.T.T.,2.,KIRYIENKA Vasil,150
9/10/2016,World Championships (Doha) T.T.T.,4.,KIRYIENKA Vasil,27
1/10/2016,Il Lombardia,DNF,KIRYIENKA Vasil,0
29/09/2016,Gran Piemonte,95.,KIRYIENKA Vasil,0
28/09/2016,Milano - Torino,72.,KIRYIENKA Vasil,0
22/09/2016,"Eneco Tour, Stage 4 : Aalter - Sint-Pieters-Leeuw",DNF,KIRYIENKA Vasil,0
21/09/2016,"Eneco Tour, Stage 3 : Blankenberge - Ardooie",136.,KIRYIENKA Vasil,0
20/09/2016,"Eneco Tour, Stage 2 : Breda I.T.T.",121.,KIRYIENKA Vasil,0
19/09/2016,"Eneco Tour, Stage 1 : Bolsward - Bolsward",145.,KIRYIENKA Vasil,0
10/08/2016,Olympic Games (Rio de Janeiro) - I.T.T.,17.,KIRYIENKA Vasil,23
6/08/2016,Olympic Games (Rio de Janeiro) - R.R.,DNF,KIRYIENKA Vasil,0
24/07/2016,Tour de France,103.,KIRYIENKA Vasil,20
24/07/2016,"Tour de France, Stage 21 : Chantilly - Paris",139.,KIRYIENKA Vasil,0
23/07/2016,"Tour de France, Stage 20 : Megève - Morzine",96.,KIRYIENKA Vasil,0
22/07/2016,"Tour de France, Stage 19 : Albertville - Saint-Gervais-Mont-Blanc",50.,KIRYIENKA Vasil,0
21/07/2016,"Tour de France, Stage 18 : Sallanches - Megève I.T.T.",143.,KIRYIENKA Vasil,0
20/07/2016,"Tour de France, Stage 17 : Bern (Sui) - Finhaut-Emosson (Sui)",107.,KIRYIENKA Vasil,0
18/07/2016,"Tour de France, Stage 16 : Moirans-en-Montagne - Bern (Sui)",122.,KIRYIENKA Vasil,0
17/07/2016,"Tour de France, Stage 15 : Bourg-en-Bresse - Culoz",97.,KIRYIENKA Vasil,0
16/07/2016,"Tour de France, Stage 14 : Montélimar - Villars-les-Dombes",52.,KIRYIENKA Vasil,0
15/07/2016,"Tour de France, Stage 13 : Bourg-Saint-Andéol - La Caverne du Pont-d'Arc I.T.T.",120.,KIRYIENKA Vasil,0
14/07/2016,"Tour de France, Stage 12 : Montpellier - Mont Ventoux/Chalet Reynard",92.,KIRYIENKA Vasil,0
13/07/2016,"Tour de France, Stage 11 : Carcassonne - Montpellier",118.,KIRYIENKA Vasil,0
12/07/2016,"Tour de France, Stage 10 : Escaldes-Engordany (And) - Revel",55.,KIRYIENKA Vasil,0
10/07/2016,"Tour de France, Stage 9 : Vielha (Esp) - Andorra/Arcalis (And)",164.,KIRYIENKA Vasil,0
9/07/2016,"Tour de France, Stage 8 : Pau - Bagnères-de-Luchon",134.,KIRYIENKA Vasil,0
8/07/2016,"Tour de France, Stage 7 : L'Isle-Jourdain - Lac de Payolle",163.,KIRYIENKA Vasil,0
7/07/2016,"Tour de France, Stage 6 : Arpajon-sur-Cère - Montauban",165.,KIRYIENKA Vasil,0
6/07/2016,"Tour de France, Stage 5 : Limoges - Le Lioran",96.,KIRYIENKA Vasil,0
5/07/2016,"Tour de France, Stage 4 : Saumur - Limoges",132.,KIRYIENKA Vasil,0
4/07/2016,"Tour de France, Stage 3 : Granville - Angers",180.,KIRYIENKA Vasil,0
3/07/2016,"Tour de France, Stage 2 : Saint-Lô - Cherbourg-en-Cotentin",103.,KIRYIENKA Vasil,0
2/07/2016,"Tour de France, Stage 1 : Mont-Saint-Michel - Sainte-Marie-du-Mont",84.,KIRYIENKA Vasil,0
19/06/2016,Tour de Suisse,21.,KIRYIENKA Vasil,18
19/06/2016,"Tour de Suisse, Stage 9 : La Punt - Davos",107.,KIRYIENKA Vasil,0
18/06/2016,"Tour de Suisse, Stage 8 : Davos - Davos I.T.T.",13.,KIRYIENKA Vasil,0
17/06/2016,"Tour de Suisse, Stage 7 : Arbon - Sölden/Rettenbachferner (AUT)",16.,KIRYIENKA Vasil,0
16/06/2016,"Tour de Suisse, Stage 6 : Weesen - Amden",45.,KIRYIENKA Vasil,0
15/06/2016,"Tour de Suisse, Stage 5 : Brig-Glis - Cari",22.,KIRYIENKA Vasil,0
14/06/2016,"Tour de Suisse, Stage 4 : Rheinfelden - Champagne",63.,KIRYIENKA Vasil,0
13/06/2016,"Tour de Suisse, Stage 3 : Grosswangen - Rheinfelden",34.,KIRYIENKA Vasil,0
12/06/2016,"Tour de Suisse, Stage 2 : Baar - Baar",27.,KIRYIENKA Vasil,0
11/06/2016,"Tour de Suisse, Stage 1 : Baar I.T.T.",29.,KIRYIENKA Vasil,0
22/05/2016,Tour of California,87.,KIRYIENKA Vasil,0
20/05/2016,"Tour of California, Stage 6 : Folsom I.T.T.",6.,KIRYIENKA Vasil,0
8/04/2016,"Vuelta al Pais Vasco, Stage 5 : Orio - Eibar (Arrate)",DNF,KIRYIENKA Vasil,0
7/04/2016,"Vuelta al Pais Vasco, Stage 4 : Lesaka - Orio",98.,KIRYIENKA Vasil,0
6/04/2016,"Vuelta al Pais Vasco, Stage 3 : Vitoria-Gasteiz - Lesaka",64.,KIRYIENKA Vasil,0
5/04/2016,"Vuelta al Pais Vasco, Stage 2 : Markina-Xemein - Baranbio (Garrastatxu)",88.,KIRYIENKA Vasil,0
4/04/2016,"Vuelta al Pais Vasco, Stage 1 : Etxebarria - Markina-Xemein",54.,KIRYIENKA Vasil,0
2/04/2016,GP Miguel Indurain,42.,KIRYIENKA Vasil,0
27/03/2016,Volta a Catalunya,93.,KIRYIENKA Vasil,5
27/03/2016,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",106.,KIRYIENKA Vasil,0
26/03/2016,"Volta a Catalunya, Stage 6 : Sant Joan Despi - Vilanova i la Geltru",96.,KIRYIENKA Vasil,0
25/03/2016,"Volta a Catalunya, Stage 5 : Rialp - Valls",76.,KIRYIENKA Vasil,0
24/03/2016,"Volta a Catalunya, Stage 4 : Baga - Port Aine",141.,KIRYIENKA Vasil,0
23/03/2016,"Volta a Catalunya, Stage 3 : Girona - Alp/La Molina",139.,KIRYIENKA Vasil,0
22/03/2016,"Volta a Catalunya, Stage 2 : Mataro - Olot",114.,KIRYIENKA Vasil,0
21/03/2016,"Volta a Catalunya, Stage 1 : Calella - Calella",72.,KIRYIENKA Vasil,0
15/03/2016,Tirreno - Adriatico,95.,KIRYIENKA Vasil,5
15/03/2016,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",8.,KIRYIENKA Vasil,1
14/03/2016,"Tirreno - Adriatico, Stage 6 : Castelraimondo - Cepagatti",83.,KIRYIENKA Vasil,0
12/03/2016,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Foligno",96.,KIRYIENKA Vasil,0
11/03/2016,"Tirreno - Adriatico, Stage 3 : Castelnuovo Val di Cecina - Montalto di Castro",145.,KIRYIENKA Vasil,0
10/03/2016,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",151.,KIRYIENKA Vasil,0
9/03/2016,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",8.,KIRYIENKA Vasil,0
21/02/2016,Vuelta a Andalucia / Ruta Del Sol,33.,KIRYIENKA Vasil,0
20/02/2016,"Vuelta a Andalucia / Ruta Del Sol, Stage 4 : Alhaurin de la Torre - Alhaurin de la Torre I.T.T.",16.,KIRYIENKA Vasil,0
7/02/2016,Volta a la Comunitat Valenciana,90.,KIRYIENKA Vasil,0
3/02/2016,"Volta a la Comunitat Valenciana, Stage 1 : Benicassim - Oropesa del Mar I.T.T.",3.,KIRYIENKA Vasil,5
31/01/2016,Trofeo Playa de Palma,124.,KIRYIENKA Vasil,0
29/01/2016,Trofeo Pollença - Port de Andratx,75.,KIRYIENKA Vasil,0
28/01/2016,Trofeo Felanitx - Porreres,53.,KIRYIENKA Vasil,0
11/09/2016,Vuelta a España,124.,KNEES Christian,15
11/09/2016,"Vuelta a España, Stage 21 : Las Rozas - Madrid",78.,KNEES Christian,0
10/09/2016,"Vuelta a España, Stage 20 : Benidorm - Alto Aitana",62.,KNEES Christian,0
9/09/2016,"Vuelta a España, Stage 19 : Xabia - Calp I.T.T.",86.,KNEES Christian,0
8/09/2016,"Vuelta a España, Stage 18 : Requena - Gandia",23.,KNEES Christian,0
7/09/2016,"Vuelta a España, Stage 17 : Castellon - Llucena/Alto Mas de la Costa",99.,KNEES Christian,0
5/09/2016,"Vuelta a España, Stage 16 : Alcañiz - Peñiscola",84.,KNEES Christian,0
4/09/2016,"Vuelta a España, Stage 15 : Sabiñanigo - Aramon Formigal",114.,KNEES Christian,0
3/09/2016,"Vuelta a España, Stage 14 : Urdax-Dantxarinea - Gourette/Col d'Aubisque",98.,KNEES Christian,0
2/09/2016,"Vuelta a España, Stage 13 : Bilbao - Urdax-Dantxarinea",15.,KNEES Christian,0
1/09/2016,"Vuelta a España, Stage 12 : Los Corrales de Buelna - Bilbao",125.,KNEES Christian,0
31/08/2016,"Vuelta a España, Stage 11 : Colunga - Peña Cabarga",90.,KNEES Christian,0
29/08/2016,"Vuelta a España, Stage 10 : Lugones - Lagos de Covadonga",116.,KNEES Christian,0
28/08/2016,"Vuelta a España, Stage 9 : Cistierna - Oviedo/Alto del Naranco",96.,KNEES Christian,0
27/08/2016,"Vuelta a España, Stage 8 : Villalpando - Alto de La Camperona",114.,KNEES Christian,0
26/08/2016,"Vuelta a España, Stage 7 : Maceda - Puebla de Sanabria",56.,KNEES Christian,0
25/08/2016,"Vuelta a España, Stage 6 : Monforte de Lemos - Luintra",131.,KNEES Christian,0
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",148.,KNEES Christian,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",158.,KNEES Christian,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",156.,KNEES Christian,0
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",27.,KNEES Christian,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",-,KNEES Christian,0
6/08/2016,Vuelta a Burgos,68.,KNEES Christian,0
31/07/2016,Ride London - Surrey Classic,26.,KNEES Christian,5
19/06/2016,Tour de Suisse,63.,KNEES Christian,5
19/06/2016,"Tour de Suisse, Stage 9 : La Punt - Davos",79.,KNEES Christian,0
18/06/2016,"Tour de Suisse, Stage 8 : Davos - Davos I.T.T.",70.,KNEES Christian,0
17/06/2016,"Tour de Suisse, Stage 7 : Arbon - Sölden/Rettenbachferner (AUT)",62.,KNEES Christian,0
16/06/2016,"Tour de Suisse, Stage 6 : Weesen - Amden",77.,KNEES Christian,0
15/06/2016,"Tour de Suisse, Stage 5 : Brig-Glis - Cari",57.,KNEES Christian,0
14/06/2016,"Tour de Suisse, Stage 4 : Rheinfelden - Champagne",65.,KNEES Christian,0
13/06/2016,"Tour de Suisse, Stage 3 : Grosswangen - Rheinfelden",118.,KNEES Christian,0
12/06/2016,"Tour de Suisse, Stage 2 : Baar - Baar",79.,KNEES Christian,0
11/06/2016,"Tour de Suisse, Stage 1 : Baar I.T.T.",81.,KNEES Christian,0
29/05/2016,Giro d'Italia,66.,KNEES Christian,15
29/05/2016,"Giro d'Italia, Stage 21 : Cuneo - Torino",78.,KNEES Christian,0
28/05/2016,"Giro d'Italia, Stage 20 : Guillestre - Sant'Anna di Vinadio",123.,KNEES Christian,0
27/05/2016,"Giro d'Italia, Stage 19 : Pinerolo - Risoul (Fra)",77.,KNEES Christian,0
26/05/2016,"Giro d'Italia, Stage 18 : Muggio - Pinerolo",8.,KNEES Christian,3
25/05/2016,"Giro d'Italia, Stage 17 : Molveno - Cassano d'Adda",19.,KNEES Christian,0
24/05/2016,"Giro d'Italia, Stage 16 : Brixen - Andalo",77.,KNEES Christian,0
22/05/2016,"Giro d'Italia, Stage 15 : Castelrotto - Alpe di Siusi I.T.T.",104.,KNEES Christian,0
21/05/2016,"Giro d'Italia, Stage 14 : Alpago - Corvara in Alta Badia",80.,KNEES Christian,0
20/05/2016,"Giro d'Italia, Stage 13 : Palmanova - Cividale del Friuli",73.,KNEES Christian,0
19/05/2016,"Giro d'Italia, Stage 12 : Noale - Bibione",27.,KNEES Christian,0
18/05/2016,"Giro d'Italia, Stage 11 : Modena - Asolo",161.,KNEES Christian,0
17/05/2016,"Giro d'Italia, Stage 10 : Campi Bisenzio - Sestola",54.,KNEES Christian,0
15/05/2016,"Giro d'Italia, Stage 9 : Chianti - Chianti I.T.T.",41.,KNEES Christian,0
14/05/2016,"Giro d'Italia, Stage 8 : Foligno - Arezzo",129.,KNEES Christian,0
13/05/2016,"Giro d'Italia, Stage 7 : Sulmona - Foligno",41.,KNEES Christian,0
12/05/2016,"Giro d'Italia, Stage 6 : Ponte - Roccaraso/Aremogna",108.,KNEES Christian,0
11/05/2016,"Giro d'Italia, Stage 5 : Praia a Mare - Benevento",94.,KNEES Christian,0
10/05/2016,"Giro d'Italia, Stage 4 : Catanzaro - Praia a Mare",118.,KNEES Christian,0
