Date,Race,Rank,Rider,CQ
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",137.,KISERLOVSKI Robert,0
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",17.,KISERLOVSKI Robert,0
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",37.,KISERLOVSKI Robert,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",45.,KISERLOVSKI Robert,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",52.,KISERLOVSKI Robert,0
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",26.,KISERLOVSKI Robert,0
15/07/2017,"Tour de France, Stage 14 : Blagnac - Rodez",81.,KISERLOVSKI Robert,0
14/07/2017,"Tour de France, Stage 13 : Saint-Girons - Foix",60.,KISERLOVSKI Robert,0
13/07/2017,"Tour de France, Stage 12 : Pau - Peyragudes",47.,KISERLOVSKI Robert,0
12/07/2017,"Tour de France, Stage 11 : Eymet - Pau",124.,KISERLOVSKI Robert,0
11/07/2017,"Tour de France, Stage 10 : Périgueux - Bergerac",111.,KISERLOVSKI Robert,0
9/07/2017,"Tour de France, Stage 9 : Nantua - Chambéry",96.,KISERLOVSKI Robert,0
8/07/2017,"Tour de France, Stage 8 : Dole - Station des Rousses",53.,KISERLOVSKI Robert,0
7/07/2017,"Tour de France, Stage 7 : Troyes - Nuits-Saint-Georges",106.,KISERLOVSKI Robert,0
6/07/2017,"Tour de France, Stage 6 : Vesoul - Troyes",102.,KISERLOVSKI Robert,0
5/07/2017,"Tour de France, Stage 5 : Vittel - La Planche des Belles Filles",48.,KISERLOVSKI Robert,0
4/07/2017,"Tour de France, Stage 4 : Mondorf-les-Bains (LUX) - Vittel",114.,KISERLOVSKI Robert,0
3/07/2017,"Tour de France, Stage 3 : Verviers (BEL) - Longwy",63.,KISERLOVSKI Robert,0
2/07/2017,"Tour de France, Stage 2 : Düsseldorf (GER) - Liège (BEL)",106.,KISERLOVSKI Robert,0
1/07/2017,"Tour de France, Stage 1 : Düsseldorf (GER) I.T.T.",191.,KISERLOVSKI Robert,0
28/05/2017,Giro d'Italia,31.,KISERLOVSKI Robert,42
28/05/2017,"Giro d'Italia, Stage 21 : Monza - Milano I.T.T.",139.,KISERLOVSKI Robert,0
27/05/2017,"Giro d'Italia, Stage 20 : Pordenone - Asiago",29.,KISERLOVSKI Robert,0
26/05/2017,"Giro d'Italia, Stage 19 : San Candido - Piancavallo",56.,KISERLOVSKI Robert,0
25/05/2017,"Giro d'Italia, Stage 18 : Moena - Ortisei",26.,KISERLOVSKI Robert,0
24/05/2017,"Giro d'Italia, Stage 17 : Tirano - Canazei",127.,KISERLOVSKI Robert,0
23/05/2017,"Giro d'Italia, Stage 16 : Rovetta - Bormio",30.,KISERLOVSKI Robert,0
21/05/2017,"Giro d'Italia, Stage 15 : Valdengo - Bergamo",23.,KISERLOVSKI Robert,0
20/05/2017,"Giro d'Italia, Stage 14 : Castellania - Oropa",55.,KISERLOVSKI Robert,0
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",160.,KISERLOVSKI Robert,0
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",152.,KISERLOVSKI Robert,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",56.,KISERLOVSKI Robert,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",149.,KISERLOVSKI Robert,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",56.,KISERLOVSKI Robert,0
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",85.,KISERLOVSKI Robert,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",105.,KISERLOVSKI Robert,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",100.,KISERLOVSKI Robert,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",150.,KISERLOVSKI Robert,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",52.,KISERLOVSKI Robert,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",92.,KISERLOVSKI Robert,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",102.,KISERLOVSKI Robert,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",70.,KISERLOVSKI Robert,0
30/04/2017,Tour de Yorkshire,18.,KISERLOVSKI Robert,7
30/04/2017,"Tour de Yorkshire, Stage 3 : Bradford - Stocksbridge",18.,KISERLOVSKI Robert,0
8/04/2017,Vuelta al Pais Vasco,50.,KISERLOVSKI Robert,5
8/04/2017,"Vuelta al Pais Vasco, Stage 6 : Eibar - Eibar I.T.T.",119.,KISERLOVSKI Robert,0
7/04/2017,"Vuelta al Pais Vasco, Stage 5 : Bilbao - Eibar (Arrate)",79.,KISERLOVSKI Robert,0
6/04/2017,"Vuelta al Pais Vasco, Stage 4 : Donostia - Bilbao",47.,KISERLOVSKI Robert,0
5/04/2017,"Vuelta al Pais Vasco, Stage 3 : Gasteiz - Donostia",39.,KISERLOVSKI Robert,0
4/04/2017,"Vuelta al Pais Vasco, Stage 2 : Iruñea - Eltziego",106.,KISERLOVSKI Robert,0
3/04/2017,"Vuelta al Pais Vasco, Stage 1 : Iruñea - Eguesibar-Sarriguren",99.,KISERLOVSKI Robert,0
1/04/2017,GP Miguel Indurain,36.,KISERLOVSKI Robert,0
26/03/2017,Volta a Catalunya,81.,KISERLOVSKI Robert,5
26/03/2017,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",47.,KISERLOVSKI Robert,0
25/03/2017,"Volta a Catalunya, Stage 6 : Tortosa - Reus",79.,KISERLOVSKI Robert,0
24/03/2017,"Volta a Catalunya, Stage 5 : Valls - Tortosa/Lo Tosa",57.,KISERLOVSKI Robert,0
23/03/2017,"Volta a Catalunya, Stage 4 : La Seu d'Urgell - Igualada",138.,KISERLOVSKI Robert,0
22/03/2017,"Volta a Catalunya, Stage 3 : Mataro - La Molina",115.,KISERLOVSKI Robert,0
21/03/2017,"Volta a Catalunya, Stage 2 : Banyoles - Banyoles T.T.T.",14.,KISERLOVSKI Robert,0
20/03/2017,"Volta a Catalunya, Stage 1 : Calella - Calella",144.,KISERLOVSKI Robert,0
26/02/2017,Abu Dhabi Tour,46.,KISERLOVSKI Robert,5
26/02/2017,"Abu Dhabi Tour, Stage 4 : Yas Marina, circuit race",31.,KISERLOVSKI Robert,0
25/02/2017,"Abu Dhabi Tour, Stage 3 : Al Ain - Jebel Hafeet",50.,KISERLOVSKI Robert,0
24/02/2017,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",76.,KISERLOVSKI Robert,0
23/02/2017,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",34.,KISERLOVSKI Robert,0
12/02/2017,Clasica de Almeria,54.,KISERLOVSKI Robert,0
11/02/2017,Vuelta a Murcia,23.,KISERLOVSKI Robert,0
23/10/2017,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",DNF,KOCHETKOV Pavel,0
22/10/2017,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",113.,KOCHETKOV Pavel,0
21/10/2017,"Tour of Guangxi, Stage 3 : Nanning - Nanning",30.,KOCHETKOV Pavel,0
20/10/2017,"Tour of Guangxi, Stage 2 : Qinzhou - Nanning",26.,KOCHETKOV Pavel,0
19/10/2017,"Tour of Guangxi, Stage 1 : Beihai - Beihai",19.,KOCHETKOV Pavel,0
4/08/2017,Tour de Pologne,30.,KOCHETKOV Pavel,6
4/08/2017,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",27.,KOCHETKOV Pavel,0
3/08/2017,"Tour de Pologne, Stage 6 : Wieliczka - Zakopane",44.,KOCHETKOV Pavel,0
2/08/2017,"Tour de Pologne, Stage 5 : Nagawczyna - Rzeszow",37.,KOCHETKOV Pavel,0
1/08/2017,"Tour de Pologne, Stage 4 : Zawiercie - Zabrze",25.,KOCHETKOV Pavel,0
31/07/2017,"Tour de Pologne, Stage 3 : Jaworzno - Szczyrk",33.,KOCHETKOV Pavel,0
30/07/2017,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",68.,KOCHETKOV Pavel,0
29/07/2017,"Tour de Pologne, Stage 1 : Krakow - Krakow",62.,KOCHETKOV Pavel,0
9/07/2017,Österreich-Rundfahrt / Tour of Austria,21.,KOCHETKOV Pavel,4
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",DNF,KOCHETKOV Pavel,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",60.,KOCHETKOV Pavel,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",155.,KOCHETKOV Pavel,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",88.,KOCHETKOV Pavel,0
30/04/2017,Tour de Romandie,53.,KOCHETKOV Pavel,5
30/04/2017,"Tour de Romandie, Stage 5 : Lausanne - Lausanne I.T.T.",109.,KOCHETKOV Pavel,0
29/04/2017,"Tour de Romandie, Stage 4 : Domdidier - Leysin",48.,KOCHETKOV Pavel,0
28/04/2017,"Tour de Romandie, Stage 3 : Payerne - Payerne",87.,KOCHETKOV Pavel,0
27/04/2017,"Tour de Romandie, Stage 2 : Aigle - Bulle",71.,KOCHETKOV Pavel,0
26/04/2017,"Tour de Romandie, Stage 1 : Aigle - Champéry",73.,KOCHETKOV Pavel,0
25/04/2017,"Tour de Romandie, Prologue : Aigle I.T.T.",100.,KOCHETKOV Pavel,0
23/04/2017,Liège - Bastogne - Liège,46.,KOCHETKOV Pavel,5
19/04/2017,Flèche Wallonne,33.,KOCHETKOV Pavel,5
26/03/2017,Volta a Catalunya,76.,KOCHETKOV Pavel,5
26/03/2017,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",54.,KOCHETKOV Pavel,0
25/03/2017,"Volta a Catalunya, Stage 6 : Tortosa - Reus",68.,KOCHETKOV Pavel,0
24/03/2017,"Volta a Catalunya, Stage 5 : Valls - Tortosa/Lo Tosa",61.,KOCHETKOV Pavel,0
23/03/2017,"Volta a Catalunya, Stage 4 : La Seu d'Urgell - Igualada",166.,KOCHETKOV Pavel,0
22/03/2017,"Volta a Catalunya, Stage 3 : Mataro - La Molina",72.,KOCHETKOV Pavel,0
21/03/2017,"Volta a Catalunya, Stage 2 : Banyoles - Banyoles T.T.T.",14.,KOCHETKOV Pavel,0
20/03/2017,"Volta a Catalunya, Stage 1 : Calella - Calella",129.,KOCHETKOV Pavel,0
14/03/2017,Tirreno - Adriatico,29.,KOCHETKOV Pavel,7
14/03/2017,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",126.,KOCHETKOV Pavel,0
13/03/2017,"Tirreno - Adriatico, Stage 6 : Ascoli Piceno - Civitanova Marche",64.,KOCHETKOV Pavel,0
12/03/2017,"Tirreno - Adriatico, Stage 5 : Rieti - Fermo",36.,KOCHETKOV Pavel,0
11/03/2017,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Terminillo",38.,KOCHETKOV Pavel,0
10/03/2017,"Tirreno - Adriatico, Stage 3 : Monterotondo Marittimo - Montalto di Castro",68.,KOCHETKOV Pavel,0
9/03/2017,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",57.,KOCHETKOV Pavel,0
8/03/2017,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",17.,KOCHETKOV Pavel,0
26/02/2017,Abu Dhabi Tour,52.,KOCHETKOV Pavel,5
26/02/2017,"Abu Dhabi Tour, Stage 4 : Yas Marina, circuit race",30.,KOCHETKOV Pavel,0
25/02/2017,"Abu Dhabi Tour, Stage 3 : Al Ain - Jebel Hafeet",55.,KOCHETKOV Pavel,0
24/02/2017,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",51.,KOCHETKOV Pavel,0
23/02/2017,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",70.,KOCHETKOV Pavel,0
5/02/2017,Volta a la Comunitat Valenciana,39.,KOCHETKOV Pavel,0
1/02/2017,"Volta a la Comunitat Valenciana, Stage 1 : Playa de la Glea - Orihuela T.T.T.",8.,KOCHETKOV Pavel,0
3/10/2017,Münsterland Giro,7.,KRISTOFF Alexander,42
24/09/2017,World Championships (Bergen) R.R.,2.,KRISTOFF Alexander,240
17/09/2017,World Championships (Bergen) T.T.T.,9.,KRISTOFF Alexander,13
10/09/2017,Tour of Britain,15.,KRISTOFF Alexander,22
10/09/2017,"Tour of Britain, Stage 8 : Worcester - Cardiff",3.,KRISTOFF Alexander,10
9/09/2017,"Tour of Britain, Stage 7 : Hemel Hempstead - Cheltenham",4.,KRISTOFF Alexander,5
8/09/2017,"Tour of Britain, Stage 6 : Newmarket - Aldeburgh",4.,KRISTOFF Alexander,5
6/09/2017,"Tour of Britain, Stage 4 : Mansfield - Newark-on-Trent",3.,KRISTOFF Alexander,10
5/09/2017,"Tour of Britain, Stage 3 : Normanby Hall - Scunthorpe",3.,KRISTOFF Alexander,10
4/09/2017,"Tour of Britain, Stage 2 : Kielder Forest Park - Blyth",5.,KRISTOFF Alexander,3
3/09/2017,"Tour of Britain, Stage 1 : Edinburgh - Kelso",4.,KRISTOFF Alexander,5
27/08/2017,Bretagne Classic - Ouest-France,2.,KRISTOFF Alexander,132
20/08/2017,EuroEyes Cyclassics Hamburg,4.,KRISTOFF Alexander,96
13/08/2017,Arctic Race of Norway,4.,KRISTOFF Alexander,84
13/08/2017,"Arctic Race of Norway, Stage 4 : Tromsø - Tromsø",7.,KRISTOFF Alexander,0
12/08/2017,"Arctic Race of Norway, Stage 3 : Lyngseidet - Tromsø/Finnvikdalen",17.,KRISTOFF Alexander,0
11/08/2017,"Arctic Race of Norway, Stage 2 : Sjøvegan - Bardufoss",1.,KRISTOFF Alexander,25
10/08/2017,"Arctic Race of Norway, Stage 1 : Engenes - Narvik",7.,KRISTOFF Alexander,0
6/08/2017,European Championships (Herning) R.R.,1.,KRISTOFF Alexander,100
30/07/2017,Ride London - Surrey Classic,1.,KRISTOFF Alexander,180
23/07/2017,Tour de France,130.,KRISTOFF Alexander,20
23/07/2017,"Tour de France, Stage 21 : Montgeron - Paris",5.,KRISTOFF Alexander,15
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",164.,KRISTOFF Alexander,0
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",154.,KRISTOFF Alexander,0
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",162.,KRISTOFF Alexander,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",113.,KRISTOFF Alexander,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",42.,KRISTOFF Alexander,0
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",135.,KRISTOFF Alexander,0
15/07/2017,"Tour de France, Stage 14 : Blagnac - Rodez",42.,KRISTOFF Alexander,0
14/07/2017,"Tour de France, Stage 13 : Saint-Girons - Foix",112.,KRISTOFF Alexander,0
13/07/2017,"Tour de France, Stage 12 : Pau - Peyragudes",147.,KRISTOFF Alexander,0
12/07/2017,"Tour de France, Stage 11 : Eymet - Pau",12.,KRISTOFF Alexander,0
11/07/2017,"Tour de France, Stage 10 : Périgueux - Bergerac",5.,KRISTOFF Alexander,15
9/07/2017,"Tour de France, Stage 9 : Nantua - Chambéry",174.,KRISTOFF Alexander,0
8/07/2017,"Tour de France, Stage 8 : Dole - Station des Rousses",185.,KRISTOFF Alexander,0
7/07/2017,"Tour de France, Stage 7 : Troyes - Nuits-Saint-Georges",4.,KRISTOFF Alexander,25
6/07/2017,"Tour de France, Stage 6 : Vesoul - Troyes",4.,KRISTOFF Alexander,25
5/07/2017,"Tour de France, Stage 5 : Vittel - La Planche des Belles Filles",189.,KRISTOFF Alexander,0
4/07/2017,"Tour de France, Stage 4 : Mondorf-les-Bains (LUX) - Vittel",2.,KRISTOFF Alexander,50
3/07/2017,"Tour de France, Stage 3 : Verviers (BEL) - Longwy",82.,KRISTOFF Alexander,0
2/07/2017,"Tour de France, Stage 2 : Düsseldorf (GER) - Liège (BEL)",15.,KRISTOFF Alexander,0
1/07/2017,"Tour de France, Stage 1 : Düsseldorf (GER) I.T.T.",27.,KRISTOFF Alexander,0
25/06/2017,National Championships Norway (Stjørdal) R.R.,50.,KRISTOFF Alexander,0
9/06/2017,"Critérium du Dauphiné, Stage 6 : Villars-les-Dombes - La Motte-Servolex",DNS,KRISTOFF Alexander,0
8/06/2017,"Critérium du Dauphiné, Stage 5 : La Tour-de-Salvagny - Mâcon",6.,KRISTOFF Alexander,3
7/06/2017,"Critérium du Dauphiné, Stage 4 : La Tour-du-Pin - Bourgion-Jalieu I.T.T.",157.,KRISTOFF Alexander,0
6/06/2017,"Critérium du Dauphiné, Stage 3 : Le Chambon-sur-Lignon - Tullins",12.,KRISTOFF Alexander,0
5/06/2017,"Critérium du Dauphiné, Stage 2 : Saint-Champond - Arlanc",2.,KRISTOFF Alexander,28
4/06/2017,"Critérium du Dauphiné, Stage 1 : Saint-Etienne - Saint-Etienne",168.,KRISTOFF Alexander,0
20/05/2017,Tour of California,62.,KRISTOFF Alexander,5
20/05/2017,"Tour of California, Stage 7 : Mountain High - Pasadena",37.,KRISTOFF Alexander,0
19/05/2017,"Tour of California, Stage 6 : Big Bear Lake I.T.T.",79.,KRISTOFF Alexander,0
18/05/2017,"Tour of California, Stage 5 : Ontario - Mount Baldy",116.,KRISTOFF Alexander,0
17/05/2017,"Tour of California, Stage 4 : Santa Barbara - Santa Clarita",9.,KRISTOFF Alexander,0
16/05/2017,"Tour of California, Stage 3 : Pismo Beach - Morro Bay",4.,KRISTOFF Alexander,7
15/05/2017,"Tour of California, Stage 2 : Modesto - San Jose",69.,KRISTOFF Alexander,0
14/05/2017,"Tour of California, Stage 1 : Sacramento - Sacramento",13.,KRISTOFF Alexander,0
1/05/2017,Rund um den Finanzplatz Eschborn - Frankfurt,1.,KRISTOFF Alexander,180
9/04/2017,Paris - Roubaix,DNF,KRISTOFF Alexander,0
2/04/2017,Ronde van Vlaanderen,5.,KRISTOFF Alexander,112
30/03/2017,Driedaagse De Panne-Koksijde,3.,KRISTOFF Alexander,100
30/03/2017,"Driedaagse De Panne-Koksijde, Stage 3b : De Panne I.T.T.",3.,KRISTOFF Alexander,10
30/03/2017,"Driedaagse De Panne-Koksijde, Stage 3a : De Panne - De Panne",2.,KRISTOFF Alexander,15
29/03/2017,"Driedaagse De Panne-Koksijde, Stage 2 : Zottegem - Koksijde",1.,KRISTOFF Alexander,25
28/03/2017,"Driedaagse De Panne-Koksijde, Stage 1 : De Panne - Zottegem",7.,KRISTOFF Alexander,0
26/03/2017,Gent - Wevelgem,73.,KRISTOFF Alexander,5
24/03/2017,E3 Harelbeke,27.,KRISTOFF Alexander,9
18/03/2017,Milano - Sanremo,4.,KRISTOFF Alexander,125
12/03/2017,"Paris - Nice, Stage 8 : Nice - Nice",DNS,KRISTOFF Alexander,0
11/03/2017,"Paris - Nice, Stage 7 : Nice - Col de la Couillole",97.,KRISTOFF Alexander,0
10/03/2017,"Paris - Nice, Stage 6 : Aubagne - Fayence",115.,KRISTOFF Alexander,0
9/03/2017,"Paris - Nice, Stage 5 : Quincié-en-Beaujolais - Bourg-de-Péage",17.,KRISTOFF Alexander,0
8/03/2017,"Paris - Nice, Stage 4 : Beaujeu - Mont-Brouilly I.T.T.",114.,KRISTOFF Alexander,0
7/03/2017,"Paris - Nice, Stage 3 : Chablis - Chalon-sur-Saône",2.,KRISTOFF Alexander,28
6/03/2017,"Paris - Nice, Stage 2 : Rochefort-en-Yvelines - Amilly",9.,KRISTOFF Alexander,0
5/03/2017,"Paris - Nice, Stage 1 : Bois-d’Arcy - Bois-d’Arcy",3.,KRISTOFF Alexander,18
26/02/2017,Kuurne - Brussel - Kuurne,21.,KRISTOFF Alexander,5
25/02/2017,Omloop Het Nieuwsblad,DNF,KRISTOFF Alexander,0
19/02/2017,Tour of Oman,50.,KRISTOFF Alexander,5
19/02/2017,"Tour of Oman, Stage 6 : Muscat - Muttrah Corniche",1.,KRISTOFF Alexander,25
17/02/2017,"Tour of Oman, Stage 4 : Yita - Muscat",1.,KRISTOFF Alexander,25
14/02/2017,"Tour of Oman, Stage 1 : Al Sawadi Beach - Manumah/Naseem Park",leader,KRISTOFF Alexander,8
14/02/2017,"Tour of Oman, Stage 1 : Al Sawadi Beach - Manumah/Naseem Park",1.,KRISTOFF Alexander,25
5/02/2017,Etoile de Bessèges,26.,KRISTOFF Alexander,3
4/02/2017,"Etoile de Bessèges, Stage 4 : Chusclan - Laudun L'Ardoise",2.,KRISTOFF Alexander,10
2/02/2017,"Etoile de Bessèges, Stage 2 : Nimes - Rodilhan",leader,KRISTOFF Alexander,6
2/02/2017,"Etoile de Bessèges, Stage 2 : Nimes - Rodilhan",1.,KRISTOFF Alexander,20
1/02/2017,"Etoile de Bessèges, Stage 1 : Bellegarde - Beaucaire",2.,KRISTOFF Alexander,10
8/10/2017,Paris - Tours,103.,KUZNETSOV Vyacheslav,0
5/10/2017,Paris - Bourges,98.,KUZNETSOV Vyacheslav,0
1/10/2017,Tour de l'Eurométropole,55.,KUZNETSOV Vyacheslav,0
30/09/2017,Omloop van de Westhoek - Eurometropool,90.,KUZNETSOV Vyacheslav,0
24/09/2017,World Championships (Bergen) R.R.,16.,KUZNETSOV Vyacheslav,33
16/09/2017,Classic Impanis - Van Petegem,81.,KUZNETSOV Vyacheslav,0
10/09/2017,GP de Montréal,DNF,KUZNETSOV Vyacheslav,0
8/09/2017,GP de Québec,23.,KUZNETSOV Vyacheslav,13
27/08/2017,Bretagne Classic - Ouest-France,51.,KUZNETSOV Vyacheslav,5
20/08/2017,EuroEyes Cyclassics Hamburg,109.,KUZNETSOV Vyacheslav,5
13/08/2017,BinckBank Tour,75.,KUZNETSOV Vyacheslav,5
13/08/2017,"BinckBank Tour, Stage 7 : Essen - Geraardsbergen",73.,KUZNETSOV Vyacheslav,0
12/08/2017,"BinckBank Tour, Stage 6 : Riemst - Houffalize",79.,KUZNETSOV Vyacheslav,0
11/08/2017,"BinckBank Tour, Stage 5 : Sittard - Sittard",103.,KUZNETSOV Vyacheslav,0
10/08/2017,"BinckBank Tour, Stage 4 : Riemst - Lanaken",52.,KUZNETSOV Vyacheslav,0
9/08/2017,"BinckBank Tour, Stage 3 : Blankenberge - Ardooie",33.,KUZNETSOV Vyacheslav,0
8/08/2017,"BinckBank Tour, Stage 2 : Voorburg - Voorburg I.T.T.",90.,KUZNETSOV Vyacheslav,0
7/08/2017,"BinckBank Tour, Stage 1 : Breda - Venray",66.,KUZNETSOV Vyacheslav,0
6/08/2017,European Championships (Herning) R.R.,102.,KUZNETSOV Vyacheslav,0
29/07/2017,Clasica San Sebastian,DNF,KUZNETSOV Vyacheslav,0
26/07/2017,Tour de Wallonie,12.,KUZNETSOV Vyacheslav,34
24/07/2017,"Tour de Wallonie, Stage 3 : Arlon - Houffalize",17.,KUZNETSOV Vyacheslav,0
22/07/2017,"Tour de Wallonie, Stage 1 : Stavelot - Marchin",7.,KUZNETSOV Vyacheslav,0
18/06/2017,Ster ZLM Tour,19.,KUZNETSOV Vyacheslav,6
17/06/2017,"Ster ZLM Tour, Stage 3 : Verviers (BEL) - La Gileppe/Jalhay (BEL)",18.,KUZNETSOV Vyacheslav,0
16/06/2017,"Ster ZLM Tour, Stage 2 : Buchten - Buchten",20.,KUZNETSOV Vyacheslav,0
11/06/2017,Rund um Köln,100.,KUZNETSOV Vyacheslav,0
28/05/2017,Giro d'Italia,132.,KUZNETSOV Vyacheslav,15
28/05/2017,"Giro d'Italia, Stage 21 : Monza - Milano I.T.T.",113.,KUZNETSOV Vyacheslav,0
27/05/2017,"Giro d'Italia, Stage 20 : Pordenone - Asiago",149.,KUZNETSOV Vyacheslav,0
26/05/2017,"Giro d'Italia, Stage 19 : San Candido - Piancavallo",83.,KUZNETSOV Vyacheslav,0
25/05/2017,"Giro d'Italia, Stage 18 : Moena - Ortisei",161.,KUZNETSOV Vyacheslav,0
24/05/2017,"Giro d'Italia, Stage 17 : Tirano - Canazei",44.,KUZNETSOV Vyacheslav,0
23/05/2017,"Giro d'Italia, Stage 16 : Rovetta - Bormio",141.,KUZNETSOV Vyacheslav,0
21/05/2017,"Giro d'Italia, Stage 15 : Valdengo - Bergamo",103.,KUZNETSOV Vyacheslav,0
20/05/2017,"Giro d'Italia, Stage 14 : Castellania - Oropa",167.,KUZNETSOV Vyacheslav,0
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",10.,KUZNETSOV Vyacheslav,1
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",12.,KUZNETSOV Vyacheslav,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",148.,KUZNETSOV Vyacheslav,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",129.,KUZNETSOV Vyacheslav,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",163.,KUZNETSOV Vyacheslav,0
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",183.,KUZNETSOV Vyacheslav,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",32.,KUZNETSOV Vyacheslav,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",125.,KUZNETSOV Vyacheslav,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",11.,KUZNETSOV Vyacheslav,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",132.,KUZNETSOV Vyacheslav,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",12.,KUZNETSOV Vyacheslav,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",141.,KUZNETSOV Vyacheslav,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",14.,KUZNETSOV Vyacheslav,0
30/04/2017,Tour de Romandie,104.,KUZNETSOV Vyacheslav,5
30/04/2017,"Tour de Romandie, Stage 5 : Lausanne - Lausanne I.T.T.",123.,KUZNETSOV Vyacheslav,0
29/04/2017,"Tour de Romandie, Stage 4 : Domdidier - Leysin",124.,KUZNETSOV Vyacheslav,0
28/04/2017,"Tour de Romandie, Stage 3 : Payerne - Payerne",9.,KUZNETSOV Vyacheslav,0
27/04/2017,"Tour de Romandie, Stage 2 : Aigle - Bulle",21.,KUZNETSOV Vyacheslav,0
26/04/2017,"Tour de Romandie, Stage 1 : Aigle - Champéry",104.,KUZNETSOV Vyacheslav,0
25/04/2017,"Tour de Romandie, Prologue : Aigle I.T.T.",118.,KUZNETSOV Vyacheslav,0
19/04/2017,Flèche Wallonne,151.,KUZNETSOV Vyacheslav,5
16/04/2017,Amstel Gold Race,94.,KUZNETSOV Vyacheslav,5
28/03/2017,"Driedaagse De Panne-Koksijde, Stage 1 : De Panne - Zottegem",DNF,KUZNETSOV Vyacheslav,0
26/03/2017,Gent - Wevelgem,69.,KUZNETSOV Vyacheslav,5
22/03/2017,Dwars door Vlaanderen,DNF,KUZNETSOV Vyacheslav,0
17/03/2017,Handzame Classic,32.,KUZNETSOV Vyacheslav,0
15/03/2017,Nokere Koerse,44.,KUZNETSOV Vyacheslav,0
25/02/2017,Omloop Het Nieuwsblad,DNF,KUZNETSOV Vyacheslav,0
