team,Rider,Date of birth,rank_start,point_start,rank_end,point_end,Comments,Country
AST,TLEUBAYEV Ruslan,07/03/1987,635.0,99.0,552.0,121.0,,KAZ
AST,VANOTTI Alessandro,16/09/1980,989.0,45.0,1454.0,20.0,,ITA
AST,WESTRA Lieuwe,11/09/1982,697.0,85.0,279.0,245.0,,NED
AST,ZAKHAROV Artyom,27/10/1991,1927.0,10.0,2210.0,7.0,Contract from 5/02,KAZ
AST,ZEITS Andrey,14/12/1986,323.0,214.0,194.0,323.0,,KAZ
BMC,ATAPUMA HURTADO Jhon Darwin,15/01/1988,258.0,270.0,60.0,732.0,,COL
BMC,BOHLI Tom,17/01/1994,706.0,84.0,557.0,120.0,,SUI
BMC,BOOKWALTER Brent,16/02/1984,78.0,596.0,240.0,280.0,,USA
BMC,BURGHARDT Marcus,30/06/1983,315.0,218.0,629.0,102.0,,GER
BMC,CARUSO Damiano,12/10/1987,209.0,320.0,157.0,368.0,,ITA
BMC,DE MARCHI Alessandro,19/05/1986,462.0,150.0,355.0,198.0,,ITA
BMC,DENNIS Rohan,28/05/1990,30.0,1005.0,57.0,738.0,,AUS
BMC,DILLIER Silvan,03/08/1990,160.0,381.0,369.0,190.0,,SUI
BMC,DRUCKER Jempy,03/09/1986,100.0,503.0,134.0,417.0,,LUX
BMC,EISENHART Taylor,14/06/1994,3046.0,1.0,813.0,70.0,Trainee as from 27/07,USA
BMC,GERTS Floris,03/05/1992,285.0,241.0,399.0,175.0,,NED
BMC,GILBERT Philippe,05/07/1982,16.0,1301.0,49.0,777.0,,BEL
BMC,HERMANS Ben,08/06/1986,47.0,778.0,103.0,520.0,,BEL
BMC,KÜNG Stefan,16/11/1993,205.0,324.0,315.0,225.0,,SUI
BMC,LIENHARD Fabian,03/09/1993,815.0,66.0,1200.0,33.0,Trainee as from 27/07,SUI
BMC,MOINARD Amaël,02/02/1982,298.0,230.0,425.0,165.0,,FRA
BMC,OSS Daniel,13/01/1987,214.0,315.0,271.0,253.0,,ITA
BMC,PHINNEY Taylor,27/06/1990,413.0,174.0,303.0,232.0,,USA
BMC,PORTE Richie,30/01/1985,14.0,1359.0,25.0,1109.0,,AUS
BMC,QUINZIATO Manuel,30/10/1979,360.0,197.0,218.0,293.0,,ITA
BMC,ROSSKOPF Joey,05/09/1989,694.0,86.0,184.0,337.0,,USA
BMC,SANCHEZ GONZALEZ Samuel,05/02/1978,186.0,343.0,101.0,529.0,,ESP
BMC,SCHÄR Michael,29/09/1986,527.0,126.0,293.0,237.0,,SUI
BMC,SENNI Manuel,11/03/1992,736.0,77.0,766.0,76.0,,ITA
BMC,TEUNS Dylan,01/03/1992,248.0,278.0,476.0,150.0,,BEL
BMC,VAN AVERMAET Greg,17/05/1985,9.0,1685.0,4.0,2279.0,,BEL
BMC,VAN GARDEREN Tejay,12/08/1988,68.0,622.0,86.0,574.0,,USA
BMC,VELITS Peter,21/02/1985,2395.0,5.0,967.0,51.0,,SVK
BMC,VLIEGEN Loïc,20/12/1993,377.0,190.0,290.0,241.0,,BEL
BMC,WYSS Danilo,26/08/1985,313.0,220.0,438.0,160.0,,SUI
BMC,ZABEL Rick,07/12/1993,558.0,117.0,484.0,146.0,,GER
CDT,BAUER Jack,07/04/1985,468.0,145.0,802.0,71.0,,NZL
CDT,BETTIOL Alberto,29/10/1993,657.0,93.0,88.0,568.0,,ITA
CDT,BEVIN Patrick,15/02/1991,150.0,397.0,349.0,203.0,,NZL
CDT,BRESCHEL Matti,31/08/1984,122.0,452.0,569.0,116.0,,DEN
CDT,BROWN Nathan,07/07/1991,832.0,64.0,812.0,70.0,,USA
CDT,CARDOSO Andre Fernando Santos Martins,03/09/1984,380.0,189.0,416.0,170.0,,POR
CDT,CLARKE Simon,18/07/1986,260.0,267.0,379.0,183.0,,AUS
CDT,CRADDOCK Lawson,20/02/1992,621.0,102.0,202.0,317.0,,USA
CDT,DIBBEN Jonathan,12/02/1994,1949.0,10.0,727.0,82.0,Trainee as from 27/07,GBR
CDT,DOMBROWSKI Joseph Lloyd,12/05/1991,149.0,399.0,449.0,158.0,,USA
CDT,FORMOLO Davide,25/10/1992,175.0,353.0,123.0,439.0,,ITA
CDT,GAIMON Phillip,28/01/1986,1175.0,32.0,1056.0,43.0,,USA
CDT,HOWES Alex,01/01/1988,496.0,138.0,434.0,163.0,,USA
CDT,KING Benjamin,22/03/1989,497.0,138.0,593.0,110.0,,USA
CDT,KOREN Kristjan,25/11/1986,731.0,78.0,864.0,63.0,,SLO
CDT,LANGEVELD Sebastian,17/01/1985,612.0,104.0,412.0,171.0,,NED
CDT,MARANGONI Alan,16/07/1984,609.0,105.0,1246.0,30.0,,ITA
CDT,MOSER Moreno,25/12/1990,259.0,269.0,238.0,281.0,,ITA
CDT,MULLEN Ryan,07/08/1994,1015.0,44.0,429.0,165.0,,IRL
CDT,NAVARDAUSKAS Ramunas,30/01/1988,60.0,666.0,233.0,282.0,,LTU
CDT,ROLLAND Pierre,10/10/1986,95.0,510.0,236.0,281.0,,FRA
CDT,SKJERPING Kristoffer,04/05/1993,1286.0,26.0,719.0,83.0,,NOR
CDT,SKUJINS Toms,15/06/1991,291.0,236.0,500.0,139.0,,LAT
CDT,SLAGTER Tom-Jelte,01/07/1989,107.0,480.0,181.0,338.0,,NED
CDT,TALANSKY Andrew,23/11/1988,198.0,330.0,69.0,641.0,,USA
CDT,URAN URAN Rigoberto,26/01/1987,18.0,1174.0,62.0,687.0,,COL
CDT,VAN BAARLE Dylan,21/05/1992,190.0,337.0,188.0,335.0,,NED
CDT,VILLELLA Davide,27/06/1991,540.0,123.0,127.0,433.0,,ITA
CDT,WIPPERT Wouter,14/08/1990,303.0,227.0,241.0,280.0,,NED
CDT,WOODS Michael,12/10/1986,243.0,283.0,182.0,338.0,,CAN
CDT,ZEPUNTKE Ruben,29/01/1993,888.0,56.0,1143.0,37.0,,GER
EQS,ALAPHILIPPE Julian,11/06/1992,44.0,826.0,24.0,1151.0,,FRA
EQS,BOONEN Tom,15/10/1980,37.0,952.0,35.0,951.0,,BEL
EQS,BOUET Maxime,03/11/1986,425.0,167.0,378.0,184.0,,FRA
EQS,BRAMBILLA Gianluca,22/08/1987,195.0,333.0,32.0,976.0,,ITA
EQS,CONTRERAS PINZON Rodrigo,02/06/1994,948.0,50.0,2476.0,5.0,,COL
EQS,COSTA Adrien,19/08/1997,,,249.0,274.0,Trainee as from 27/07,USA
EQS,DE LA CRUZ MELGAREJO David,06/05/1989,531.0,125.0,146.0,388.0,,ESP
EQS,DE PLUS Laurens,04/09/1995,594.0,109.0,660.0,94.0,,BEL
EQS,GARCIA CORTINA Ivan,20/11/1995,1596.0,16.0,877.0,62.0,Trainee as from 27/07,ESP
EQS,GAVIRIA RENDON Fernando,19/08/1994,458.0,151.0,42.0,833.0,,COL
EQS,JUNGELS Bob,22/09/1992,89.0,528.0,41.0,864.0,,LUX
EQS,KEISSE Iljo,21/12/1982,328.0,212.0,850.0,65.0,,BEL
EQS,KITTEL Marcel,11/05/1988,435.0,164.0,20.0,1198.0,,GER
EQS,LAMPAERT Yves,10/04/1991,52.0,724.0,143.0,391.0,,BEL
EQS,MAES Nikolas,09/04/1986,354.0,200.0,561.0,118.0,,BEL
EQS,MARTIN Daniel,20/08/1986,90.0,526.0,30.0,993.0,,IRL
EQS,MARTIN Tony,23/04/1985,66.0,624.0,66.0,657.0,,GER
EQS,MARTINELLI Davide,31/05/1993,903.0,54.0,360.0,196.0,,ITA
EQS,MEERSMAN Gianni,05/12/1985,250.0,276.0,102.0,521.0,,BEL
EQS,RICHEZE ARAQUISTAIN Maximiliano Ariel,07/03/1983,674.0,89.0,130.0,426.0,,ARG
EQS,SABATINI Fabio,18/02/1985,940.0,50.0,675.0,90.0,,ITA
EQS,SERRY Pieter,21/11/1988,296.0,232.0,243.0,276.0,,BEL
EQS,SISR Frantisek,17/03/1993,573.0,113.0,903.0,59.0,Trainee as from 26/08,CZE
EQS,STYBAR Zdenek,11/12/1985,38.0,952.0,58.0,736.0,,CZE
EQS,TERPSTRA Niki,18/05/1984,19.0,1171.0,52.0,764.0,,NED
EQS,TRENTIN Matteo,02/08/1989,71.0,612.0,64.0,677.0,,ITA
EQS,VAKOC Petr,11/07/1992,199.0,330.0,54.0,757.0,,CZE
EQS,VAN KEIRSBULCK Guillaume,14/02/1991,543.0,122.0,883.0,61.0,,BEL
EQS,VANDENBERGH Stijn,25/04/1984,280.0,246.0,292.0,238.0,,BEL
EQS,VELITS Martin,21/02/1985,1103.0,37.0,1242.0,30.0,,SVK
EQS,VERMOTE Julien,26/07/1989,409.0,175.0,230.0,285.0,,BEL
EQS,VERONA QUINTANILLA Carlos,04/11/1992,533.0,125.0,553.0,121.0,Contract until 31/07,ESP
EQS,WISNIOWSKI Lukasz,07/12/1991,749.0,75.0,334.0,209.0,,POL
FDJ,BONNET William,25/06/1982,1423.0,20.0,450.0,157.0,,FRA
FDJ,CHAVANEL Sébastien,21/03/1981,1129.0,35.0,1938.0,10.0,,FRA
FDJ,COURTEILLE Arnaud,13/03/1989,1244.0,28.0,1171.0,35.0,,FRA
FDJ,DELAGE Mickaël,06/08/1985,753.0,74.0,652.0,96.0,,FRA
FDJ,DEMARE Arnaud,26/08/1991,117.0,464.0,31.0,980.0,,FRA
FDJ,DOUBEY Fabien,21/10/1993,,,1726.0,15.0,Trainee as from 27/07,FRA
FDJ,EIKING Odd Christian,28/12/1994,369.0,194.0,311.0,229.0,,NOR
FDJ,ELISSONDE Kenny,22/07/1991,339.0,205.0,282.0,245.0,,FRA
FDJ,FISCHER Murilo Antonio,16/06/1979,1200.0,30.0,1241.0,30.0,,BRA
FDJ,FOURNIER Marc,12/11/1994,2122.0,8.0,405.0,174.0,,FRA
FDJ,GAUDU David,10/10/1996,2936.0,2.0,361.0,196.0,Trainee as from 27/07,FRA
FDJ,GENIEZ Alexandre,16/04/1988,112.0,466.0,173.0,348.0,,FRA
FDJ,HOELGAARD Daniel,01/07/1993,530.0,126.0,732.0,81.0,,NOR
FDJ,KONOVALOVAS Ignatas,08/12/1985,184.0,345.0,651.0,96.0,,LTU
FDJ,LADAGNOUS Matthieu,12/12/1984,321.0,216.0,262.0,258.0,,FRA
FDJ,LE BON Johan,03/10/1990,230.0,298.0,250.0,272.0,,FRA
FDJ,LE GAC Olivier,27/08/1993,1120.0,36.0,1097.0,40.0,,FRA
FDJ,LECUISINIER Pierre-Henri,30/06/1993,1109.0,37.0,1979.0,10.0,,FRA
FDJ,MAISON Jérémy,21/07/1993,1070.0,40.0,2481.0,5.0,,FRA
FDJ,MANZIN Lorrenzo,26/07/1994,549.0,121.0,493.0,142.0,,FRA
FDJ,MORABITO Steve,30/01/1983,363.0,195.0,410.0,172.0,,SUI
FDJ,OFFREDO Yoann,12/11/1986,908.0,53.0,400.0,174.0,,FRA
FDJ,PICHON Laurent,19/07/1986,539.0,123.0,534.0,127.0,,FRA
FDJ,PINEAU Cédric,08/05/1985,992.0,45.0,1459.0,20.0,,FRA
FDJ,PINOT Thibaut,29/05/1990,10.0,1530.0,26.0,1104.0,,FRA
FDJ,REICHENBACH Sébastien,28/05/1989,292.0,235.0,89.0,566.0,,SUI
FDJ,REZA Kévin,18/05/1988,498.0,137.0,548.0,122.0,,FRA
FDJ,ROUX Anthony,18/04/1987,284.0,242.0,132.0,422.0,,FRA
FDJ,ROY Jérémy,22/06/1983,744.0,75.0,489.0,142.0,,FRA
FDJ,SARREAU Marc,10/06/1993,428.0,166.0,515.0,134.0,,FRA
FDJ,VAUGRENARD Benoît,05/01/1982,859.0,60.0,975.0,50.0,,FRA
FDJ,VICHOT Arthur,26/11/1988,332.0,211.0,75.0,614.0,,FRA
FDJ,VINCENT Léo,06/11/1995,1681.0,15.0,1134.0,38.0,Trainee as from 27/07,FRA
IAM,AREGGER Marcel,26/08/1990,1079.0,39.0,1496.0,19.0,,SUI
IAM,BRÄNDLE Matthias,07/12/1989,266.0,263.0,471.0,152.0,,AUT
IAM,CHEVRIER Clément,29/06/1992,945.0,50.0,955.0,53.0,,FRA
IAM,CLEMENT Stef,24/09/1982,593.0,109.0,216.0,294.0,,NED
IAM,COPPEL Jérôme,06/08/1986,273.0,254.0,168.0,352.0,,FRA
IAM,DENIFL Stefan,20/09/1987,544.0,121.0,643.0,99.0,,AUT
IAM,DEVENYNS Dries,22/07/1983,426.0,166.0,63.0,680.0,,BEL
IAM,ELMIGER Martin,23/09/1978,192.0,334.0,346.0,203.0,,SUI
IAM,ENGER Sondre Holst,17/12/1993,695.0,86.0,116.0,464.0,,NOR
IAM,FRANK Mathias,09/12/1986,133.0,428.0,215.0,297.0,,SUI
IAM,FUMEAUX Jonathan,07/03/1988,961.0,48.0,594.0,110.0,,SUI
IAM,HAUSSLER Heinrich,25/02/1984,140.0,412.0,195.0,322.0,,AUS
IAM,HOLLENSTEIN Reto,22/08/1985,464.0,148.0,152.0,377.0,,SUI
IAM,HOWARD Leigh,18/10/1989,765.0,73.0,274.0,251.0,,AUS
IAM,KLUGE Roger,05/02/1986,591.0,110.0,464.0,154.0,,GER
IAM,LAENGEN Vegard Stake,07/02/1989,305.0,226.0,472.0,152.0,,NOR
IAM,LANG Pirmin,25/11/1984,1900.0,10.0,1068.0,42.0,,SUI
IAM,NAESEN Oliver,16/09/1990,99.0,506.0,68.0,643.0,,BEL
IAM,PANTANO GOMEZ Jarlinson,19/11/1988,227.0,300.0,65.0,674.0,,COL
IAM,PELLAUD Simon,06/11/1992,1248.0,28.0,947.0,54.0,,SUI
IAM,PELUCCHI Matteo,21/01/1989,218.0,312.0,1036.0,45.0,,ITA
IAM,REYNES MIMO Vicente,30/07/1981,914.0,52.0,1080.0,41.0,,ESP
IAM,SARAMOTINS Aleksejs,08/04/1982,487.0,141.0,356.0,197.0,,LAT
IAM,TANNER David,30/09/1984,589.0,110.0,467.0,153.0,,AUS
IAM,VAN GENECHTEN Jonas,16/09/1986,331.0,212.0,171.0,351.0,,BEL
IAM,WARBASSE Larry,28/06/1990,481.0,143.0,491.0,142.0,,USA
IAM,WYSS Marcel,25/06/1986,563.0,115.0,420.0,166.0,,SUI
IAM,ZAUGG Oliver,09/05/1981,1418.0,20.0,924.0,56.0,,SUI
LAM,ARASHIRO Yukiya,22/09/1984,308.0,225.0,452.0,157.0,,JPN
LAM,BONO Matteo,11/11/1983,746.0,75.0,705.0,85.0,,ITA
LAM,CATTANEO Mattia,25/10/1990,1538.0,17.0,938.0,55.0,,ITA
LAM,CIMOLAI Davide,13/08/1989,146.0,410.0,614.0,106.0,,ITA
LAM,CONTI Valerio,30/03/1993,478.0,144.0,373.0,186.0,,ITA
LAM,COSTA Mario Jorge Faria,15/11/1985,1433.0,20.0,825.0,68.0,,POR
LAM,COSTA Rui Alberto Faria,05/10/1986,23.0,1108.0,29.0,1058.0,,POR
LAM,DURASEK Kristijan,26/07/1987,210.0,319.0,588.0,111.0,,CRO
LAM,FENG Chun Kai,02/11/1988,1328.0,24.0,1609.0,16.0,,TPE
LAM,FERRARI Roberto,09/03/1983,517.0,130.0,368.0,190.0,,ITA
LAM,GRMAY Tsgabu Gebremaryam,25/08/1991,352.0,201.0,616.0,106.0,,ETH
LAM,KOSHEVOY Ilia,20/03/1991,400.0,178.0,620.0,105.0,,BLR
LAM,KUMP Marko,09/09/1988,88.0,534.0,465.0,154.0,,SLO
LAM,MASNADA Fausto,06/11/1993,1411.0,21.0,1623.0,16.0,Trainee as from 27/07,ITA
LAM,MEINTJES Louis,21/02/1992,70.0,617.0,95.0,551.0,,RSA
LAM,MODOLO Sacha,19/06/1987,53.0,718.0,126.0,435.0,,ITA
LAM,MOHORIC Matej,19/10/1994,646.0,97.0,328.0,214.0,,SLO
LAM,MORI Manuele,09/08/1980,493.0,138.0,275.0,248.0,,ITA
LAM,NIEMIEC Przemyslaw,11/04/1980,433.0,164.0,302.0,232.0,,POL
LAM,PETILLI Simone,04/05/1993,334.0,208.0,540.0,126.0,,ITA
LAM,PIBERNIK Luka,23/10/1993,427.0,166.0,514.0,134.0,,SLO
LAM,POLANC Jan,06/05/1992,234.0,296.0,444.0,159.0,,SLO
LAM,RAVASI Edward,05/06/1994,843.0,63.0,581.0,114.0,Trainee as from 27/07,ITA
LAM,TROIA Oliviero,01/09/1994,1155.0,34.0,1771.0,14.0,Trainee as from 27/07,ITA
LAM,ULISSI Diego,15/07/1989,50.0,739.0,9.0,1574.0,,ITA
LAM,XU Gang,28/01/1984,2399.0,5.0,2406.0,5.0,,CHN
LAM,ZURLO Federico,25/02/1994,1004.0,45.0,549.0,122.0,,ITA
LTS,ARMEE Sander,10/12/1985,931.0,51.0,280.0,245.0,,BEL
LTS,BAK Lars Ytting,16/01/1980,176.0,352.0,754.0,77.0,,DEN
LTS,BENOOT Tiesj,11/03/1994,41.0,872.0,84.0,588.0,,BEL
LTS,BOECKMANS Kris,13/02/1987,59.0,674.0,891.0,60.0,,BEL
LTS,BROECKX Stig,10/05/1990,796.0,69.0,875.0,62.0,,BEL
LTS,DE BIE Sean,03/10/1991,113.0,466.0,169.0,352.0,,BEL
LTS,DE BUYST Jasper,24/11/1993,750.0,75.0,983.0,50.0,,BEL
LTS,DE CLERCQ Bart,26/08/1986,137.0,418.0,294.0,237.0,,BEL
LTS,DE GENDT Thomas,06/11/1986,460.0,150.0,142.0,396.0,,BEL
LTS,DEBUSSCHERE Jens,28/08/1989,45.0,821.0,106.0,510.0,,BEL
LTS,DELTOMBE Kevin,27/02/1994,,,1442.0,21.0,Trainee as from 1/08,BEL
LTS,DOCKX Gert,04/07/1988,1614.0,15.0,544.0,124.0,,BEL
LTS,FRISON Frederik,28/07/1992,1731.0,14.0,1161.0,36.0,,BEL
LTS,GALLOPIN Tony,24/05/1988,29.0,1063.0,39.0,880.0,,FRA
LTS,GOOLAERTS Michael,24/07/1994,2237.0,7.0,1364.0,24.0,Trainee as from 1/08,BEL
LTS,GREIPEL André,16/07/1982,12.0,1419.0,28.0,1071.0,,GER
LTS,HANSEN Adam,11/05/1981,434.0,164.0,485.0,144.0,,AUS
LTS,HENDERSON Gregory,10/09/1976,818.0,65.0,628.0,102.0,,NZL
LTS,LIGTHART Pim,16/06/1988,232.0,297.0,331.0,212.0,,NED
LTS,MARCZYNSKI Tomasz,06/03/1984,229.0,298.0,890.0,60.0,,POL
LTS,MONFORT Maxime,14/01/1983,201.0,326.0,205.0,310.0,,BEL
LTS,ROELANDTS Jürgen,02/07/1985,56.0,703.0,96.0,550.0,,BEL
LTS,SHAW James,13/06/1996,,,1237.0,31.0,Trainee as from 29/07,GBR
LTS,SIEBERG Marcel,30/04/1982,541.0,122.0,415.0,170.0,,GER
LTS,VALLS FERRI Rafael,25/06/1987,115.0,465.0,525.0,129.0,,ESP
LTS,VAN DER SANDE Tosh,28/11/1990,314.0,219.0,342.0,205.0,,BEL
LTS,VANENDERT Jelle,19/02/1985,619.0,102.0,254.0,264.0,,BEL
LTS,VERVAEKE Louis,06/10/1993,1215.0,30.0,597.0,109.0,,BEL
LTS,WALLAYS Jelle,11/05/1989,145.0,410.0,317.0,224.0,,BEL
LTS,WELLENS Tim,10/05/1991,48.0,774.0,56.0,739.0,,BEL
MOV,AMADOR BIKKAZAKOVA Andrey,29/08/1986,147.0,407.0,164.0,358.0,,CRC
MOV,ANACONA GOMEZ Winner Andrew,11/08/1988,368.0,194.0,341.0,205.0,,COL
MOV,ARCAS PEÑA Jorge,08/07/1992,2058.0,9.0,1078.0,42.0,,ESP
MOV,BETANCUR GOMEZ Carlos Alberto,13/10/1989,463.0,149.0,599.0,108.0,,COL
MOV,CARAPAZ MONTENEGRO Richard Antonio,29/05/1993,,,2466.0,5.0,Trainee as from 28/07,ECU
MOV,CASTROVIEJO NICOLAS Jonathan,27/04/1987,102.0,501.0,91.0,555.0,,ESP
MOV,DOWSETT Alex,03/10/1988,208.0,321.0,423.0,166.0,,GBR
MOV,ERVITI OLLO Imanol,15/11/1983,788.0,70.0,246.0,275.0,,ESP
MOV,FERNANDEZ ANDUJAR Ruben,01/03/1991,231.0,298.0,141.0,398.0,,ESP
MOV,HERRADA LOPEZ Jesus,26/07/1990,118.0,459.0,107.0,487.0,,ESP
MOV,HERRADA LOPEZ Jose,01/10/1985,396.0,180.0,617.0,105.0,,ESP
MOV,IZAGIRRE INSAUSTI Gorka,07/10/1987,185.0,345.0,158.0,367.0,,ESP
MOV,IZAGIRRE INSAUSTI Ion,04/02/1989,51.0,739.0,14.0,1291.0,,ESP
MOV,LOBATO DEL VALLE Juan Jose,30/12/1988,87.0,540.0,118.0,454.0,,ESP
MOV,MALORI Adriano,28/01/1988,62.0,656.0,2811.0,2.0,,ITA
MOV,MORENO BAZAN Javier,18/07/1984,337.0,206.0,422.0,166.0,,ESP
MOV,MORENO FERNANDEZ Daniel,05/09/1981,24.0,1097.0,98.0,543.0,,ESP
MOV,OLIVEIRA Nelson Filipe Santos Simoes,06/03/1989,136.0,422.0,161.0,366.0,,POR
MOV,PEDRERO LOPEZ Antonio,23/10/1991,1342.0,24.0,920.0,57.0,,ESP
MOV,QUINTANA ROJAS Dayer Uberney,10/08/1992,1031.0,43.0,388.0,181.0,,COL
MOV,QUINTANA ROJAS Nairo Alexander,04/02/1990,8.0,1750.0,3.0,2392.0,,COL
MOV,ROJAS GIL Jose Joaquin,08/06/1985,127.0,444.0,252.0,268.0,,ESP
MOV,SOLER GIMENEZ Marc,22/11/1993,587.0,111.0,461.0,155.0,,ESP
MOV,SUTHERLAND Rory,08/02/1982,1294.0,25.0,929.0,55.0,,AUS
MOV,SÜTTERLIN Jasha,04/11/1992,476.0,144.0,366.0,191.0,,GER
MOV,VALVERDE BELMONTE Alejandro,25/04/1980,1.0,2976.0,5.0,2130.0,,ESP
MOV,VENTOSO ALBERDI Francisco Jose,06/05/1982,1046.0,41.0,661.0,93.0,,ESP
MOV,VISCONTI Giovanni,13/01/1983,104.0,497.0,44.0,818.0,,ITA
OBE,ALBASINI Michael,20/12/1980,170.0,357.0,125.0,435.0,,SUI
OBE,BEWLEY Sam,22/07/1987,713.0,82.0,1091.0,40.0,,NZL
OBE,CHAVES RUBIO Jhoan Esteban,17/01/1990,40.0,916.0,13.0,1314.0,,COL
OBE,CHEUNG King Lok,08/02/1991,822.0,65.0,724.0,82.0,Contract from 15/03,HKG
OBE,CORT NIELSEN Magnus,16/01/1993,353.0,201.0,92.0,555.0,,DEN
